sale_id,product_id,channel,region,quantity,discount_pct,returned_flag,date,customer_id
SALE-0002365,SKU-03048,Online,East,4,0.38,0,2025-06-11,CUST-007735
SALE-0002366,SKU-09550,Wholesale,West,3,0.47,0,2025-04-19,CUST-000520
SALE-0002367,SKU-05226,Retail,East,7,0.44,0,2025-02-10,CUST-004704
SALE-0002368,SKU-01786,Retail,East,4,0.16,0,2025-07-06,CUST-006699
SALE-0002369,SKU-01963,Retail,West,6,0.49,1,2025-03-28,CUST-002949
SALE-0002370,SKU-07247,Online,North,1,0.06,0,2024-12-15,CUST-002219
SALE-0002371,SKU-09381,Online,East,2,0.43,0,2025-03-24,CUST-006888
SALE-0002372,SKU-05966,Online,West,7,0.14,0,2024-07-20,CUST-006136
SALE-0002373,SKU-02679,Wholesale,East,9,0.09,0,2025-02-02,CUST-006267
SALE-0002374,SKU-06106,Online,North,1,0.48,0,2024-10-04,CUST-007349
SALE-0002375,SKU-05308,Retail,East,2,0.37,0,2024-10-01,CUST-006185
SALE-0002376,SKU-03124,Online,East,8,0.29,0,2025-07-08,CUST-006155
SALE-0002377,SKU-03144,Online,North,7,0.22,0,2025-06-29,CUST-001315
SALE-0002378,SKU-02801,Online,East,3,0.3,0,2024-11-27,CUST-008836
SALE-0002379,SKU-00324,Online,West,8,0.22,0,2024-08-16,CUST-002179
SALE-0002380,SKU-02203,Online,East,8,0.36,0,2024-08-03,CUST-005698
SALE-0002381,SKU-06203,Online,West,9,0.43,0,2024-07-31,CUST-001944
SALE-0002382,SKU-07443,Wholesale,South,5,0.0,0,2025-06-22,CUST-002925
SALE-0002383,SKU-01795,Retail,East,1,0.49,0,2024-10-10,CUST-008803
SALE-0002384,SKU-02343,Online,East,9,0.2,0,2024-07-14,CUST-006440
SALE-0002385,SKU-03046,Online,West,9,0.06,0,2024-09-28,CUST-008665
SALE-0002386,SKU-01308,Online,West,3,0.33,0,2025-05-25,CUST-002087
SALE-0002387,SKU-01456,Online,West,2,0.01,0,2024-10-09,CUST-003649
SALE-0002388,SKU-09155,Online,South,8,0.4,0,2025-06-26,CUST-000057
SALE-0002389,SKU-09910,Retail,South,5,0.47,0,2024-11-22,CUST-000373
SALE-0002390,SKU-05392,Online,South,9,0.22,0,2025-05-13,CUST-004889
SALE-0002391,SKU-02540,Wholesale,East,6,0.43,0,2025-04-02,CUST-007586
SALE-0002392,SKU-03619,Retail,West,5,0.01,0,2025-05-02,CUST-008921
SALE-0002393,SKU-02379,Retail,East,5,0.25,0,2024-11-13,CUST-006949
SALE-0002394,SKU-09067,Retail,East,8,0.36,0,2024-12-03,CUST-008716
SALE-0002395,SKU-02206,Online,South,1,0.01,0,2025-05-29,CUST-006215
SALE-0002396,SKU-01140,Online,West,5,0.11,0,2024-11-18,CUST-003763
SALE-0002397,SKU-03592,Online,North,4,0.47,0,2024-12-15,CUST-004056
SALE-0002398,SKU-04715,Retail,South,5,0.31,1,2025-01-02,CUST-007547
SALE-0002399,SKU-04715,Online,North,2,0.49,0,2024-08-08,CUST-005672
SALE-0002400,SKU-09738,Online,West,5,0.03,0,2025-02-28,CUST-002542
SALE-0002401,SKU-04668,Online,East,6,0.34,0,2024-10-22,CUST-004517
SALE-0002402,SKU-08458,Online,North,5,0.18,0,2024-09-22,CUST-003089
SALE-0002403,SKU-08294,Online,South,7,0.4,0,2025-06-07,CUST-001849
SALE-0002404,SKU-07855,Retail,East,2,0.23,0,2025-06-26,CUST-000528
SALE-0002405,SKU-07159,Online,North,9,0.49,0,2024-07-28,CUST-006869
SALE-0002406,SKU-03974,Online,North,5,0.41,0,2025-02-27,CUST-000257
SALE-0002407,SKU-09727,Online,East,4,0.06,0,2024-11-18,CUST-003944
SALE-0002408,SKU-02270,Online,East,6,0.04,0,2025-03-21,CUST-003377
SALE-0002409,SKU-02484,Online,North,5,0.3,0,2025-03-09,CUST-001103
SALE-0002410,SKU-01214,Online,West,9,0.15,0,2025-06-04,CUST-001654
SALE-0002411,SKU-04736,Online,West,5,0.23,0,2025-05-22,CUST-009732
SALE-0002412,SKU-04430,Retail,East,9,0.18,0,2024-10-23,CUST-000551
SALE-0002413,SKU-09099,Online,West,3,0.45,0,2024-09-12,CUST-007315
SALE-0002414,SKU-09774,Retail,West,6,0.05,0,2024-07-26,CUST-009795
SALE-0002415,SKU-09797,Retail,South,8,0.07,0,2024-08-31,CUST-000798
SALE-0002416,SKU-05996,Wholesale,East,3,0.13,0,2025-05-20,CUST-004010
SALE-0002417,SKU-00570,Wholesale,East,1,0.28,0,2024-10-31,CUST-000725
SALE-0002418,SKU-08096,Retail,West,2,0.0,0,2025-03-20,CUST-006591
SALE-0002419,SKU-01546,Wholesale,South,5,0.07,0,2024-07-11,CUST-007192
SALE-0002420,SKU-00909,Online,North,6,0.34,0,2025-03-09,CUST-003840
SALE-0002421,SKU-04463,Online,South,3,0.25,0,2024-12-12,CUST-008844
SALE-0002422,SKU-04084,Online,West,4,0.47,0,2025-06-25,CUST-003560
SALE-0002423,SKU-03341,Retail,South,2,0.41,0,2024-11-11,CUST-000925
SALE-0002424,SKU-06948,Online,East,4,0.33,0,2025-02-12,CUST-002296
SALE-0002425,SKU-07040,Retail,North,7,0.26,0,2025-02-13,CUST-008256
SALE-0002426,SKU-07113,Online,North,1,0.37,0,2025-03-22,CUST-004740
SALE-0002427,SKU-02426,Retail,East,9,0.39,0,2025-01-07,CUST-003837
SALE-0002428,SKU-07156,Retail,North,3,0.48,0,2024-12-28,CUST-009439
SALE-0002429,SKU-09206,Retail,West,6,0.39,0,2024-08-14,CUST-005225
SALE-0002430,SKU-06671,Wholesale,West,7,0.34,0,2025-07-05,CUST-009462
SALE-0002431,SKU-01873,Retail,West,6,0.46,0,2024-10-12,CUST-009797
SALE-0002432,SKU-04910,Online,North,5,0.0,1,2025-03-04,CUST-005254
SALE-0002433,SKU-08398,Wholesale,South,8,0.49,0,2025-01-12,CUST-003882
SALE-0002434,SKU-00816,Retail,South,9,0.25,0,2024-11-20,CUST-004945
SALE-0002435,SKU-00066,Online,South,3,0.37,0,2024-10-14,CUST-002348
SALE-0002436,SKU-02052,Online,East,7,0.23,0,2025-05-02,CUST-008541
SALE-0002437,SKU-00003,Retail,West,4,0.47,0,2025-03-16,CUST-003622
SALE-0002438,SKU-07427,Retail,West,6,0.39,0,2024-08-01,CUST-006776
SALE-0002439,SKU-00325,Retail,East,7,0.06,0,2025-06-13,CUST-004924
SALE-0002440,SKU-06135,Online,North,1,0.08,0,2025-07-03,CUST-004509
SALE-0002441,SKU-00605,Wholesale,South,6,0.47,0,2025-02-11,CUST-000999
SALE-0002442,SKU-04892,Online,North,5,0.26,0,2025-06-17,CUST-009122
SALE-0002443,SKU-02583,Online,South,2,0.07,0,2024-12-01,CUST-009694
SALE-0002444,SKU-03123,Online,North,8,0.38,0,2025-05-23,CUST-002870
SALE-0002445,SKU-07977,Online,North,8,0.24,0,2025-06-01,CUST-007000
SALE-0002446,SKU-03115,Retail,East,7,0.1,0,2024-07-23,CUST-009108
SALE-0002447,SKU-00347,Online,South,3,0.16,0,2024-11-13,CUST-008121
SALE-0002448,SKU-03444,Online,North,7,0.06,0,2024-07-21,CUST-000769
SALE-0002449,SKU-02255,Online,North,6,0.33,0,2025-02-25,CUST-005643
SALE-0002450,SKU-08303,Online,West,7,0.37,0,2025-06-12,CUST-006245
SALE-0002451,SKU-00023,Retail,South,7,0.01,0,2025-06-13,CUST-008593
SALE-0002452,SKU-03817,Online,East,6,0.33,0,2024-12-31,CUST-005223
SALE-0002453,SKU-01708,Online,West,1,0.16,0,2025-06-09,CUST-006822
SALE-0002454,SKU-06716,Wholesale,North,2,0.47,0,2025-02-03,CUST-006689
SALE-0002455,SKU-06054,Retail,North,4,0.11,0,2025-07-04,CUST-002445
SALE-0002456,SKU-03816,Online,West,2,0.19,0,2025-03-24,CUST-004914
SALE-0002457,SKU-08939,Online,North,5,0.48,0,2024-11-19,CUST-006168
SALE-0002458,SKU-00515,Retail,South,6,0.31,0,2025-02-05,CUST-003013
SALE-0002459,SKU-06288,Retail,East,8,0.06,0,2025-02-17,CUST-008814
SALE-0002460,SKU-03040,Retail,North,6,0.14,0,2025-06-11,CUST-007759
SALE-0002461,SKU-05862,Online,North,6,0.28,0,2025-07-05,CUST-003949
SALE-0002462,SKU-02857,Online,East,9,0.31,0,2024-10-23,CUST-003693
SALE-0002463,SKU-02342,Retail,North,3,0.02,0,2025-03-12,CUST-004928
SALE-0002464,SKU-08517,Online,North,8,0.34,0,2025-01-08,CUST-002366
SALE-0002465,SKU-06337,Online,East,1,0.15,0,2024-10-02,CUST-007587
SALE-0002466,SKU-03363,Retail,North,1,0.17,0,2024-10-07,CUST-000945
SALE-0002467,SKU-07807,Online,West,2,0.3,0,2025-06-18,CUST-009215
SALE-0002468,SKU-03491,Retail,West,8,0.28,0,2025-01-09,CUST-006762
SALE-0002469,SKU-02508,Online,East,5,0.09,0,2024-09-30,CUST-006825
SALE-0002470,SKU-08149,Online,East,3,0.26,0,2025-04-11,CUST-009131
SALE-0002471,SKU-05168,Online,South,7,0.34,0,2025-06-25,CUST-008684
SALE-0002472,SKU-03179,Wholesale,West,2,0.33,0,2025-02-21,CUST-002197
SALE-0002473,SKU-07432,Retail,West,2,0.04,1,2025-04-21,CUST-006364
SALE-0002474,SKU-03325,Online,West,1,0.35,0,2024-09-03,CUST-003979
SALE-0002475,SKU-09755,Online,North,1,0.18,0,2025-02-27,CUST-004178
SALE-0002476,SKU-01545,Online,East,7,0.18,0,2025-04-17,CUST-003332
SALE-0002477,SKU-05852,Retail,South,3,0.47,0,2024-11-13,CUST-005412
SALE-0002478,SKU-08718,Online,East,8,0.44,0,2024-11-15,CUST-001296
SALE-0002479,SKU-06173,Online,East,5,0.16,0,2024-08-12,CUST-007370
SALE-0002480,SKU-04634,Retail,East,2,0.15,0,2025-02-12,CUST-006080
SALE-0002481,SKU-09942,Retail,West,6,0.06,0,2025-06-02,CUST-001515
SALE-0002482,SKU-06287,Retail,West,7,0.05,0,2025-06-05,CUST-008776
SALE-0002483,SKU-09033,Online,East,3,0.05,0,2024-10-18,CUST-003121
SALE-0002484,SKU-02266,Retail,East,7,0.08,0,2024-08-25,CUST-000845
SALE-0002485,SKU-08905,Online,East,6,0.03,0,2025-03-01,CUST-004399
SALE-0002486,SKU-08259,Retail,West,7,0.18,0,2025-03-03,CUST-006180
SALE-0002487,SKU-08953,Online,South,2,0.33,0,2025-05-24,CUST-009912
SALE-0002488,SKU-06288,Retail,East,1,0.33,0,2024-12-02,CUST-009879
SALE-0002489,SKU-05261,Retail,West,8,0.15,0,2025-01-11,CUST-000648
SALE-0002490,SKU-08657,Online,North,8,0.11,0,2024-10-27,CUST-001193
SALE-0002491,SKU-04192,Online,North,9,0.06,0,2025-01-22,CUST-003083
SALE-0002492,SKU-04900,Retail,North,8,0.24,0,2024-09-04,CUST-009627
SALE-0002493,SKU-01468,Online,South,7,0.21,0,2025-01-23,CUST-009157
SALE-0002494,SKU-04853,Online,North,3,0.38,0,2024-11-11,CUST-003556
SALE-0002495,SKU-06102,Online,South,3,0.48,0,2025-02-19,CUST-007855
SALE-0002496,SKU-07548,Wholesale,North,1,0.34,0,2024-09-01,CUST-003423
SALE-0002497,SKU-02761,Online,North,6,0.13,0,2024-10-08,CUST-005456
SALE-0002498,SKU-06422,Online,East,5,0.04,0,2024-12-17,CUST-004968
SALE-0002499,SKU-01394,Retail,East,3,0.19,0,2024-07-28,CUST-000252
SALE-0002500,SKU-03694,Online,North,6,0.27,0,2024-09-03,CUST-003471
SALE-0002501,SKU-05379,Online,North,2,0.47,0,2025-03-23,CUST-003114
SALE-0002502,SKU-01700,Retail,East,9,0.29,0,2025-06-26,CUST-001923
SALE-0002503,SKU-01121,Wholesale,West,7,0.27,0,2025-05-06,CUST-007847
SALE-0002504,SKU-05330,Online,North,9,0.22,0,2025-05-06,CUST-003975
SALE-0002505,SKU-01572,Retail,East,9,0.1,0,2024-12-08,CUST-009903
SALE-0002506,SKU-00729,Online,East,8,0.02,0,2025-04-12,CUST-003351
SALE-0002507,SKU-00616,Retail,South,4,0.03,0,2025-05-09,CUST-006499
SALE-0002508,SKU-00371,Online,South,2,0.23,0,2024-07-31,CUST-003922
SALE-0002509,SKU-06768,Retail,West,1,0.2,0,2024-10-19,CUST-009046
SALE-0002510,SKU-05339,Online,South,9,0.35,0,2024-08-05,CUST-005270
SALE-0002511,SKU-04943,Online,West,3,0.46,0,2024-08-25,CUST-004638
SALE-0002512,SKU-09140,Online,West,7,0.35,0,2025-01-14,CUST-006237
SALE-0002513,SKU-01120,Retail,West,7,0.38,0,2025-05-19,CUST-007640
SALE-0002514,SKU-09648,Wholesale,North,9,0.28,0,2024-10-15,CUST-008744
SALE-0002515,SKU-06332,Retail,West,8,0.16,0,2024-09-04,CUST-005887
SALE-0002516,SKU-07020,Wholesale,East,5,0.24,0,2024-12-24,CUST-005054
SALE-0002517,SKU-02423,Retail,East,7,0.08,0,2025-05-05,CUST-004286
SALE-0002518,SKU-07591,Online,East,2,0.21,0,2025-02-03,CUST-005893
SALE-0002519,SKU-09533,Retail,North,7,0.35,0,2024-08-10,CUST-008402
SALE-0002520,SKU-09711,Retail,East,3,0.18,0,2025-06-22,CUST-008148
SALE-0002521,SKU-05826,Retail,South,5,0.2,0,2025-04-30,CUST-007636
SALE-0002522,SKU-06761,Online,South,7,0.44,0,2024-07-15,CUST-001616
SALE-0002523,SKU-08903,Online,South,4,0.32,0,2024-10-22,CUST-007693
SALE-0002524,SKU-04571,Online,West,1,0.01,0,2025-06-25,CUST-005247
SALE-0002525,SKU-00574,Online,West,4,0.01,0,2025-06-05,CUST-003329
SALE-0002526,SKU-00508,Online,East,7,0.37,0,2025-01-19,CUST-006074
SALE-0002527,SKU-06736,Online,North,7,0.48,0,2025-05-24,CUST-005127
SALE-0002528,SKU-02223,Online,South,2,0.47,0,2024-11-12,CUST-006782
SALE-0002529,SKU-07689,Retail,North,4,0.01,0,2024-09-21,CUST-000750
SALE-0002530,SKU-01295,Online,South,2,0.21,0,2025-04-21,CUST-009217
SALE-0002531,SKU-09890,Online,South,6,0.2,0,2025-07-03,CUST-003626
SALE-0002532,SKU-00788,Retail,North,7,0.08,0,2024-07-16,CUST-002391
SALE-0002533,SKU-04668,Online,South,2,0.32,0,2024-11-09,CUST-000266
SALE-0002534,SKU-02234,Online,South,3,0.08,0,2024-09-23,CUST-004273
SALE-0002535,SKU-08779,Retail,West,8,0.3,0,2024-12-13,CUST-009066
SALE-0002536,SKU-03651,Online,West,4,0.37,0,2024-09-30,CUST-009569
SALE-0002537,SKU-03250,Online,East,6,0.16,0,2024-07-29,CUST-009489
SALE-0002538,SKU-06072,Online,North,7,0.12,0,2024-12-16,CUST-006842
SALE-0002539,SKU-04037,Online,North,7,0.09,0,2024-11-26,CUST-004837
SALE-0002540,SKU-08748,Retail,West,1,0.14,0,2024-10-16,CUST-002498
SALE-0002541,SKU-01710,Retail,North,9,0.01,0,2024-10-01,CUST-003215
SALE-0002542,SKU-05213,Online,East,2,0.26,0,2025-07-07,CUST-005405
SALE-0002543,SKU-01511,Wholesale,West,3,0.38,0,2024-11-25,CUST-003769
SALE-0002544,SKU-05904,Online,East,8,0.15,0,2025-04-28,CUST-006224
SALE-0002545,SKU-08168,Wholesale,North,4,0.29,0,2025-06-15,CUST-009336
SALE-0002546,SKU-07553,Online,North,6,0.3,0,2025-04-23,CUST-004027
SALE-0002547,SKU-03507,Retail,South,9,0.08,0,2025-07-03,CUST-008181
SALE-0002548,SKU-06079,Online,East,9,0.27,0,2024-07-23,CUST-009022
SALE-0002549,SKU-06433,Retail,South,6,0.04,0,2024-11-29,CUST-005531
SALE-0002550,SKU-03634,Online,West,4,0.27,0,2025-05-19,CUST-004217
SALE-0002551,SKU-01462,Wholesale,East,3,0.5,0,2025-01-29,CUST-008006
SALE-0002552,SKU-05915,Online,North,5,0.2,0,2025-01-31,CUST-008038
SALE-0002553,SKU-06353,Online,North,4,0.16,0,2025-03-27,CUST-007551
SALE-0002554,SKU-02172,Retail,North,5,0.1,0,2024-12-13,CUST-002757
SALE-0002555,SKU-07929,Retail,North,9,0.4,0,2025-01-05,CUST-005771
SALE-0002556,SKU-08595,Online,South,3,0.23,0,2024-12-29,CUST-002774
SALE-0002557,SKU-08476,Online,West,3,0.4,0,2024-12-02,CUST-002294
SALE-0002558,SKU-06807,Retail,North,1,0.46,0,2024-09-17,CUST-008955
SALE-0002559,SKU-06116,Online,East,4,0.43,0,2024-09-29,CUST-008001
SALE-0002560,SKU-08433,Online,West,4,0.43,0,2025-05-30,CUST-003016
SALE-0002561,SKU-04657,Wholesale,West,9,0.11,0,2024-09-24,CUST-008883
SALE-0002562,SKU-08893,Retail,South,6,0.27,0,2024-08-14,CUST-000963
SALE-0002563,SKU-02671,Online,South,8,0.3,0,2024-08-06,CUST-008585
SALE-0002564,SKU-04361,Online,West,6,0.08,0,2025-05-30,CUST-000555
SALE-0002565,SKU-02549,Retail,West,3,0.37,0,2025-06-03,CUST-001218
SALE-0002566,SKU-02327,Online,North,2,0.03,0,2025-06-19,CUST-000795
SALE-0002567,SKU-02797,Retail,South,1,0.37,0,2024-07-29,CUST-000105
SALE-0002568,SKU-07047,Online,East,4,0.13,0,2025-04-15,CUST-006757
SALE-0002569,SKU-02207,Online,North,4,0.07,0,2024-09-03,CUST-002253
SALE-0002570,SKU-05180,Online,North,7,0.09,0,2025-02-01,CUST-003792
SALE-0002571,SKU-01611,Retail,North,7,0.21,0,2025-02-26,CUST-001114
SALE-0002572,SKU-08680,Retail,East,8,0.23,0,2024-12-25,CUST-002475
SALE-0002573,SKU-00465,Online,North,4,0.24,0,2024-08-03,CUST-000150
SALE-0002574,SKU-04324,Online,South,8,0.23,0,2024-12-20,CUST-003584
SALE-0002575,SKU-08858,Retail,North,7,0.34,1,2025-01-20,CUST-008286
SALE-0002576,SKU-05476,Online,West,1,0.07,0,2025-03-14,CUST-007472
SALE-0002577,SKU-09682,Retail,North,3,0.19,0,2025-04-08,CUST-006115
SALE-0002578,SKU-06966,Retail,West,3,0.16,0,2025-07-08,CUST-000991
SALE-0002579,SKU-00799,Online,West,4,0.06,0,2024-09-13,CUST-007917
SALE-0002580,SKU-02801,Online,West,7,0.47,0,2025-01-01,CUST-007994
SALE-0002581,SKU-03241,Wholesale,North,1,0.06,0,2024-07-10,CUST-000258
SALE-0002582,SKU-03356,Online,East,7,0.49,0,2025-06-10,CUST-000109
SALE-0002583,SKU-03930,Online,East,8,0.13,0,2025-02-15,CUST-008720
SALE-0002584,SKU-00860,Retail,East,9,0.18,0,2024-11-01,CUST-009039
SALE-0002585,SKU-08556,Retail,South,8,0.46,0,2025-05-09,CUST-006740
SALE-0002586,SKU-07689,Online,West,7,0.33,0,2024-09-08,CUST-000195
SALE-0002587,SKU-05023,Retail,West,4,0.26,0,2024-11-29,CUST-000275
SALE-0002588,SKU-07585,Wholesale,North,5,0.32,0,2025-04-10,CUST-008674
SALE-0002589,SKU-06403,Online,East,3,0.04,0,2024-09-06,CUST-004502
SALE-0002590,SKU-09108,Online,East,1,0.03,0,2025-02-07,CUST-008778
SALE-0002591,SKU-01775,Online,West,2,0.47,0,2025-03-05,CUST-004698
SALE-0002592,SKU-03366,Retail,North,2,0.3,0,2024-12-12,CUST-000281
SALE-0002593,SKU-08015,Retail,East,8,0.38,0,2025-02-10,CUST-008229
SALE-0002594,SKU-08343,Online,South,6,0.46,0,2024-10-03,CUST-007055
SALE-0002595,SKU-07426,Online,West,7,0.4,0,2025-04-18,CUST-002938
SALE-0002596,SKU-03022,Online,North,9,0.12,0,2024-12-09,CUST-001754
SALE-0002597,SKU-04238,Online,West,3,0.02,0,2024-08-31,CUST-001579
SALE-0002598,SKU-06395,Retail,West,4,0.17,0,2024-09-10,CUST-008592
SALE-0002599,SKU-03818,Online,North,8,0.08,0,2024-11-30,CUST-002440
SALE-0002600,SKU-09263,Retail,North,8,0.13,0,2025-06-22,CUST-003949
SALE-0002601,SKU-00761,Retail,South,6,0.46,0,2025-06-21,CUST-003145
SALE-0002602,SKU-04452,Online,North,9,0.03,0,2025-06-11,CUST-008626
SALE-0002603,SKU-04628,Wholesale,East,4,0.29,0,2024-08-30,CUST-004136
SALE-0002604,SKU-02740,Online,North,3,0.45,0,2025-05-20,CUST-005808
SALE-0002605,SKU-07440,Online,South,6,0.37,0,2024-12-26,CUST-004380
SALE-0002606,SKU-05549,Retail,West,7,0.12,0,2025-04-27,CUST-006503
SALE-0002607,SKU-06792,Retail,East,1,0.13,0,2025-03-14,CUST-001295
SALE-0002608,SKU-07917,Retail,East,4,0.1,0,2024-08-02,CUST-006113
SALE-0002609,SKU-06846,Retail,North,1,0.15,0,2025-03-03,CUST-006653
SALE-0002610,SKU-06868,Online,South,6,0.22,0,2024-09-22,CUST-007521
SALE-0002611,SKU-09109,Online,West,4,0.47,0,2025-01-17,CUST-009257
SALE-0002612,SKU-03944,Online,East,8,0.22,0,2025-02-07,CUST-003985
SALE-0002613,SKU-03461,Online,North,2,0.03,0,2025-02-19,CUST-003701
SALE-0002614,SKU-01493,Retail,West,7,0.04,0,2025-01-21,CUST-004915
SALE-0002615,SKU-03622,Online,South,4,0.47,0,2024-08-12,CUST-001321
SALE-0002616,SKU-08919,Online,West,4,0.18,0,2025-01-01,CUST-000520
SALE-0002617,SKU-09802,Online,West,6,0.32,1,2025-03-08,CUST-001532
SALE-0002618,SKU-05019,Online,East,2,0.07,0,2025-03-14,CUST-006641
SALE-0002619,SKU-08163,Wholesale,East,6,0.17,0,2025-01-26,CUST-006214
SALE-0002620,SKU-06751,Online,North,3,0.26,0,2025-06-10,CUST-006180
SALE-0002621,SKU-04842,Online,East,1,0.15,0,2024-08-24,CUST-009056
SALE-0002622,SKU-09132,Retail,West,1,0.05,0,2025-05-28,CUST-007799
SALE-0002623,SKU-07469,Retail,East,7,0.13,0,2025-06-14,CUST-000920
SALE-0002624,SKU-00088,Online,West,6,0.18,0,2025-04-13,CUST-000155
SALE-0002625,SKU-00563,Wholesale,East,9,0.4,0,2024-10-12,CUST-002808
SALE-0002626,SKU-01269,Wholesale,East,6,0.0,0,2025-06-09,CUST-001355
SALE-0002627,SKU-09683,Online,South,2,0.48,0,2025-04-18,CUST-008190
SALE-0002628,SKU-05562,Online,South,6,0.07,0,2024-11-12,CUST-007110
SALE-0002629,SKU-06046,Online,South,3,0.28,0,2024-11-07,CUST-005428
SALE-0002630,SKU-09765,Online,South,3,0.47,0,2024-10-22,CUST-009271
SALE-0002631,SKU-04655,Online,East,1,0.23,0,2024-07-10,CUST-001563
SALE-0002632,SKU-03172,Online,West,1,0.47,0,2024-11-25,CUST-008654
SALE-0002633,SKU-07513,Retail,South,2,0.18,0,2024-09-22,CUST-000698
SALE-0002634,SKU-07853,Retail,North,1,0.16,0,2024-10-04,CUST-003765
SALE-0002635,SKU-02801,Retail,South,1,0.17,0,2025-04-20,CUST-003464
SALE-0002636,SKU-06847,Online,South,3,0.36,0,2025-01-31,CUST-009287
SALE-0002637,SKU-05039,Online,East,9,0.43,0,2025-05-17,CUST-007791
SALE-0002638,SKU-09450,Retail,West,6,0.33,0,2024-10-26,CUST-004442
SALE-0002639,SKU-04889,Retail,South,1,0.42,0,2025-03-21,CUST-000763
SALE-0002640,SKU-04781,Online,North,1,0.17,1,2025-05-05,CUST-001219
SALE-0002641,SKU-01144,Online,North,4,0.3,0,2024-08-25,CUST-004594
SALE-0002642,SKU-06704,Retail,East,6,0.03,0,2025-05-11,CUST-008898
SALE-0002643,SKU-00748,Retail,South,4,0.0,0,2024-12-28,CUST-009233
SALE-0002644,SKU-07095,Online,East,3,0.05,0,2024-12-19,CUST-000540
SALE-0002645,SKU-06446,Online,North,7,0.45,0,2025-06-18,CUST-002939
SALE-0002646,SKU-03489,Online,West,6,0.12,0,2025-01-29,CUST-005153
SALE-0002647,SKU-09338,Retail,West,1,0.12,0,2025-07-06,CUST-000257
SALE-0002648,SKU-02105,Wholesale,South,6,0.33,0,2025-02-19,CUST-003395
SALE-0002649,SKU-03857,Online,North,8,0.04,0,2024-12-21,CUST-009618
SALE-0002650,SKU-05120,Online,East,9,0.25,0,2024-09-21,CUST-002363
SALE-0002651,SKU-05259,Online,West,7,0.17,0,2025-06-28,CUST-006526
SALE-0002652,SKU-02769,Online,East,7,0.34,0,2025-01-23,CUST-001261
SALE-0002653,SKU-04060,Online,South,9,0.17,0,2024-09-11,CUST-004904
SALE-0002654,SKU-01809,Retail,East,4,0.28,0,2024-11-16,CUST-002662
SALE-0002655,SKU-05481,Online,South,9,0.48,0,2024-10-26,CUST-009240
SALE-0002656,SKU-00410,Online,East,8,0.5,0,2024-12-18,CUST-003940
SALE-0002657,SKU-00646,Online,South,9,0.12,0,2024-08-22,CUST-009285
SALE-0002658,SKU-01552,Online,South,7,0.12,0,2024-10-31,CUST-006376
SALE-0002659,SKU-05363,Wholesale,North,6,0.25,0,2025-03-17,CUST-008857
SALE-0002660,SKU-01114,Online,North,1,0.03,0,2025-04-20,CUST-005436
SALE-0002661,SKU-03588,Online,West,8,0.48,0,2024-09-05,CUST-006289
SALE-0002662,SKU-00062,Retail,North,9,0.12,0,2024-09-26,CUST-002293
SALE-0002663,SKU-09428,Retail,North,2,0.36,0,2024-11-02,CUST-001285
SALE-0002664,SKU-01728,Online,West,8,0.35,0,2025-03-08,CUST-008205
SALE-0002665,SKU-04593,Retail,West,1,0.03,0,2025-03-06,CUST-005667
SALE-0002666,SKU-08169,Online,West,8,0.19,0,2024-07-30,CUST-000880
SALE-0002667,SKU-02967,Online,South,2,0.25,0,2025-03-20,CUST-001601
SALE-0002668,SKU-03361,Retail,South,6,0.38,0,2024-09-14,CUST-007162
SALE-0002669,SKU-05663,Online,North,3,0.41,0,2025-04-27,CUST-003804
SALE-0002670,SKU-08071,Online,East,4,0.4,0,2025-04-12,CUST-001246
SALE-0002671,SKU-09605,Retail,North,4,0.36,0,2024-12-28,CUST-005581
SALE-0002672,SKU-09926,Online,West,5,0.18,0,2025-01-25,CUST-009916
SALE-0002673,SKU-06701,Retail,South,1,0.42,0,2025-05-01,CUST-009759
SALE-0002674,SKU-03631,Online,East,3,0.37,0,2024-08-06,CUST-006500
SALE-0002675,SKU-03870,Retail,South,6,0.16,0,2025-03-13,CUST-005348
SALE-0002676,SKU-05201,Retail,West,9,0.21,0,2025-02-25,CUST-000486
SALE-0002677,SKU-02040,Online,East,8,0.11,0,2024-11-16,CUST-004479
SALE-0002678,SKU-07455,Online,West,6,0.01,0,2025-06-09,CUST-007382
SALE-0002679,SKU-01308,Wholesale,South,3,0.05,0,2025-03-22,CUST-008039
SALE-0002680,SKU-06635,Online,North,1,0.06,1,2025-06-20,CUST-003738
SALE-0002681,SKU-01725,Online,North,6,0.18,0,2025-04-22,CUST-005830
SALE-0002682,SKU-05671,Online,South,4,0.07,0,2024-12-13,CUST-009061
SALE-0002683,SKU-04691,Online,East,7,0.36,1,2025-01-13,CUST-006151
SALE-0002684,SKU-02456,Online,West,2,0.36,0,2024-08-12,CUST-007076
SALE-0002685,SKU-00942,Retail,East,8,0.12,0,2024-09-13,CUST-003044
SALE-0002686,SKU-07093,Online,West,8,0.15,0,2024-10-24,CUST-009599
SALE-0002687,SKU-05296,Online,South,3,0.16,0,2024-09-17,CUST-006228
SALE-0002688,SKU-07689,Retail,South,6,0.17,0,2024-08-26,CUST-001405
SALE-0002689,SKU-03062,Retail,North,9,0.15,0,2025-05-20,CUST-004840
SALE-0002690,SKU-09477,Online,South,1,0.01,0,2025-04-10,CUST-004038
SALE-0002691,SKU-08588,Online,West,3,0.14,0,2024-09-30,CUST-001205
