product_id,unit_cost,mrp,category,launch_date
SKU-01579,323.19,711.85,Home & Kitchen,2024-09-02
SKU-01580,296.01,829.92,Electronics,2023-01-08
SKU-01581,154.38,198.07,Beauty,2023-10-31
SKU-01582,225.91,325.66,Home & Kitchen,2022-12-05
SKU-01583,317.51,905.08,Electronics,2023-12-10
SKU-01584,273.55,743.6,Home & Kitchen,2025-06-11
SKU-01585,494.5,675.6,Electronics,2024-02-18
SKU-01586,111.4,697.39,Electronics,2022-10-09
SKU-01587,362.82,472.78,Home & Kitchen,2022-09-11
SKU-01588,231.94,140.1,Home & Kitchen,2022-09-09
SKU-01589,242.69,806.0,Home & Kitchen,2023-12-21
SKU-01590,372.92,710.84,Electronics,2024-10-18
SKU-01591,361.6,525.52,Home & Kitchen,2024-12-12
SKU-01592,496.07,909.78,Electronics,2025-06-30
SKU-01593,107.78,402.54,Home & Kitchen,2024-04-03
SKU-01594,96.85,364.89,Home & Kitchen,2023-04-21
SKU-01595,375.95,885.52,Home & Kitchen,2023-11-03
SKU-01596,310.27,817.29,Grocery,2024-09-29
SKU-01597,173.37,563.48,Grocery,2022-08-27
SKU-01598,85.74,217.66,Beauty,2023-08-11
SKU-01599,88.55,293.56,Beauty,2024-07-24
SKU-01600,452.39,690.61,Grocery,2023-10-31
SKU-01601,136.34,446.54,Beauty,2025-04-22
SKU-01602,195.52,852.83,Grocery,2024-11-20
SKU-01603,152.0,954.96,Grocery,2022-09-06
SKU-01604,209.75,825.07,Electronics,2022-11-10
SKU-01605,81.24,439.79,Electronics,2025-02-06
SKU-01606,283.58,809.82,Grocery,2023-07-02
SKU-01607,80.43,416.3,Apparel,2024-09-02
SKU-01608,410.16,250.39,Grocery,2022-12-24
SKU-01609,155.17,130.05,Apparel,2024-08-14
SKU-01610,293.01,447.15,Apparel,2023-09-01
SKU-01611,446.04,913.2,Grocery,2025-06-23
SKU-01612,342.89,315.09,Beauty,2024-07-23
SKU-01613,289.83,285.86,Electronics,2022-11-13
SKU-01614,195.95,972.84,Grocery,2024-08-03
SKU-01615,199.85,122.5,Grocery,2022-09-01
SKU-01616,351.27,807.2,Apparel,2024-02-26
SKU-01617,497.36,389.23,Apparel,2024-07-10
SKU-01618,347.83,133.74,Electronics,2024-08-06
SKU-01619,301.0,926.02,Electronics,2023-11-29
SKU-01620,378.79,225.68,Apparel,2022-12-11
SKU-01621,259.34,596.6,Electronics,2022-09-15
SKU-01622,77.06,346.65,Electronics,2023-01-01
SKU-01623,303.03,158.67,Grocery,2024-04-02
SKU-01624,480.93,144.93,Home & Kitchen,2024-12-05
SKU-01625,128.89,204.0,Home & Kitchen,2024-02-28
SKU-01626,360.5,164.23,Electronics,2022-12-02
SKU-01627,140.42,784.5,Grocery,2024-07-12
SKU-01628,291.12,537.01,Grocery,2022-09-27
SKU-01629,93.5,408.6,Home & Kitchen,2025-03-18
SKU-01630,252.67,476.53,Beauty,2024-11-07
SKU-01631,390.27,936.05,Grocery,2024-03-31
SKU-01632,206.41,919.68,Grocery,2025-06-29
SKU-01633,349.21,744.11,Grocery,2024-11-01
SKU-01634,407.95,896.21,Electronics,2025-03-12
SKU-01635,467.23,387.68,Electronics,2024-02-23
SKU-01636,155.59,443.0,Electronics,2022-08-21
SKU-01637,229.69,652.34,Electronics,2024-05-03
SKU-01638,118.59,661.26,Electronics,2025-03-22
SKU-01639,496.62,533.53,Grocery,2022-10-29
SKU-01640,467.15,460.59,Electronics,2024-10-27
SKU-01641,292.98,987.56,Beauty,2023-03-13
SKU-01642,428.91,839.01,Home & Kitchen,2022-09-23
SKU-01643,284.43,491.48,Electronics,2024-09-06
SKU-01644,330.61,754.56,Apparel,2023-01-16
SKU-01645,90.11,342.61,Electronics,2023-10-10
SKU-01646,389.87,190.15,Beauty,2023-08-24
SKU-01647,107.47,417.19,Grocery,2023-03-20
SKU-01648,421.73,462.68,Electronics,2023-06-27
SKU-01649,401.91,114.88,Beauty,2023-10-23
SKU-01650,368.94,833.31,Grocery,2023-03-22
SKU-01651,66.27,423.27,Electronics,2023-09-03
SKU-01652,186.41,622.38,Home & Kitchen,2022-09-21
SKU-01653,168.4,166.57,Home & Kitchen,2023-03-09
SKU-01654,212.06,257.5,Electronics,2024-01-31
SKU-01655,89.44,900.72,Grocery,2023-06-23
SKU-01656,471.63,647.82,Electronics,2025-02-15
SKU-01657,299.21,955.26,Apparel,2022-11-08
SKU-01658,187.49,998.88,Electronics,2024-05-17
SKU-01659,228.64,434.67,Beauty,2024-01-16
SKU-01660,251.24,368.92,Grocery,2022-12-06
SKU-01661,320.27,872.52,Electronics,2023-01-17
SKU-01662,282.06,998.75,Apparel,2022-11-19
SKU-01663,463.73,666.68,Electronics,2024-10-22
SKU-01664,273.63,815.63,Grocery,2023-03-05
SKU-01665,496.47,803.57,Electronics,2023-03-07
SKU-01666,433.14,419.81,Grocery,2023-10-28
SKU-01667,143.83,616.84,Beauty,2025-06-27
SKU-01668,468.77,849.75,Home & Kitchen,2023-09-29
SKU-01669,102.36,719.3,Electronics,2022-11-30
SKU-01670,417.85,119.05,Apparel,2025-01-07
SKU-01671,221.28,403.04,Apparel,2024-04-09
SKU-01672,445.09,230.03,Home & Kitchen,2025-02-02
SKU-01673,440.63,309.67,Home & Kitchen,2025-02-10
SKU-01674,412.67,914.94,Home & Kitchen,2024-11-29
SKU-01675,405.51,133.2,Apparel,2024-10-06
SKU-01676,187.11,297.82,Grocery,2023-11-28
SKU-01677,86.41,378.61,Electronics,2023-11-26
SKU-01678,231.34,655.2,Apparel,2022-08-17
SKU-01679,128.09,580.69,Grocery,2024-09-08
SKU-01680,362.73,296.44,Electronics,2025-06-27
SKU-01681,205.74,247.82,Grocery,2023-09-10
SKU-01682,489.02,313.12,Grocery,2024-09-15
SKU-01683,338.44,552.28,Home & Kitchen,2025-02-27
SKU-01684,420.12,344.06,Electronics,2023-06-06
SKU-01685,109.64,952.84,Electronics,2022-07-21
SKU-01686,437.91,517.48,Apparel,2025-04-29
SKU-01687,465.24,152.92,Electronics,2024-11-11
SKU-01688,269.18,756.34,Beauty,2023-07-04
SKU-01689,322.81,395.96,Home & Kitchen,2023-06-02
SKU-01690,394.16,688.14,Electronics,2023-07-27
SKU-01691,128.68,351.63,Beauty,2022-12-27
SKU-01692,276.15,613.67,Grocery,2025-03-16
SKU-01693,229.4,794.94,Electronics,2022-11-17
SKU-01694,115.87,935.21,Apparel,2025-05-28
SKU-01695,215.39,335.01,Electronics,2024-11-05
SKU-01696,80.68,401.37,Beauty,2022-08-18
SKU-01697,61.62,517.84,Home & Kitchen,2025-05-13
SKU-01698,110.82,934.46,Grocery,2025-06-23
SKU-01699,483.4,911.25,Apparel,2022-11-06
SKU-01700,297.29,180.89,Grocery,2024-09-07
SKU-01701,484.62,218.74,Electronics,2023-12-13
SKU-01702,244.62,545.96,Beauty,2022-12-23
SKU-01703,190.32,195.96,Beauty,2022-12-23
SKU-01704,277.76,411.02,Apparel,2022-07-24
SKU-01705,247.78,233.55,Grocery,2022-08-26
SKU-01706,97.55,672.44,Grocery,2023-06-23
SKU-01707,338.37,954.55,Beauty,2023-05-09
SKU-01708,147.22,997.06,Apparel,2024-02-19
SKU-01709,328.81,437.72,Apparel,2023-07-30
SKU-01710,342.59,639.11,Grocery,2024-07-16
SKU-01711,118.41,870.64,Grocery,2022-12-21
SKU-01712,77.61,205.72,Apparel,2024-04-01
SKU-01713,401.34,720.61,Grocery,2024-08-21
SKU-01714,256.91,467.96,Electronics,2022-10-16
SKU-01715,76.17,285.53,Grocery,2025-05-14
SKU-01716,497.69,462.48,Electronics,2024-01-02
SKU-01717,76.0,168.36,Electronics,2022-11-05
SKU-01718,362.77,725.87,Apparel,2025-01-21
SKU-01719,492.66,327.47,Apparel,2024-03-24
SKU-01720,157.63,380.27,Home & Kitchen,2024-04-22
SKU-01721,114.01,208.97,Home & Kitchen,2023-12-04
SKU-01722,104.62,878.19,Apparel,2025-03-07
SKU-01723,186.47,544.1,Electronics,2023-04-16
SKU-01724,95.47,614.93,Grocery,2023-11-07
SKU-01725,361.47,612.49,Apparel,2025-05-16
SKU-01726,78.03,469.44,Home & Kitchen,2024-03-29
SKU-01727,279.24,273.28,Home & Kitchen,2024-07-04
SKU-01728,498.51,770.62,Beauty,2023-09-06
SKU-01729,416.29,214.35,Grocery,2024-04-20
SKU-01730,326.85,193.49,Electronics,2023-07-26
SKU-01731,187.81,739.13,Grocery,2024-09-07
SKU-01732,330.75,287.95,Beauty,2024-12-02
SKU-01733,287.17,376.1,Apparel,2023-05-29
SKU-01734,241.74,527.7,Beauty,2024-05-09
SKU-01735,108.82,504.42,Home & Kitchen,2024-10-20
SKU-01736,448.97,737.72,Apparel,2025-05-20
SKU-01737,252.4,661.09,Apparel,2023-02-18
SKU-01738,137.58,679.96,Home & Kitchen,2025-02-18
SKU-01739,215.49,742.65,Electronics,2024-05-24
SKU-01740,236.36,363.35,Electronics,2023-02-01
SKU-01741,422.39,390.1,Electronics,2022-09-09
SKU-01742,380.13,494.2,Electronics,2023-01-21
SKU-01743,396.19,376.72,Apparel,2024-04-03
SKU-01744,54.96,986.44,Home & Kitchen,2024-10-04
SKU-01745,237.27,832.65,Electronics,2023-01-16
SKU-01746,266.6,248.19,Beauty,2025-04-17
SKU-01747,58.64,105.03,Electronics,2022-12-28
SKU-01748,166.92,138.5,Apparel,2024-05-18
SKU-01749,392.13,319.66,Electronics,2022-11-14
SKU-01750,111.7,202.86,Electronics,2025-03-01
SKU-01751,290.89,580.0,Electronics,2023-07-02
SKU-01752,146.84,872.2,Home & Kitchen,2024-11-07
SKU-01753,55.45,763.08,Grocery,2025-01-25
SKU-01754,158.54,294.05,Electronics,2023-06-12
SKU-01755,489.14,459.37,Apparel,2023-07-19
SKU-01756,410.69,557.1,Electronics,2025-03-27
SKU-01757,481.81,829.19,Grocery,2023-10-03
SKU-01758,269.53,855.21,Grocery,2024-07-23
SKU-01759,99.38,918.75,Electronics,2024-02-01
SKU-01760,296.58,558.32,Apparel,2024-06-28
SKU-01761,254.47,724.85,Beauty,2025-03-09
SKU-01762,429.96,200.62,Apparel,2022-10-10
SKU-01763,94.14,608.76,Home & Kitchen,2024-02-01
SKU-01764,269.71,323.82,Apparel,2023-03-23
SKU-01765,117.52,488.55,Home & Kitchen,2025-03-16
SKU-01766,196.1,670.65,Beauty,2024-09-09
SKU-01767,381.81,331.29,Beauty,2024-03-01
SKU-01768,264.21,146.97,Grocery,2022-12-04
SKU-01769,219.15,109.21,Apparel,2023-03-01
SKU-01770,227.51,119.94,Apparel,2024-12-20
SKU-01771,256.75,107.51,Apparel,2023-11-12
SKU-01772,403.26,199.32,Beauty,2022-11-02
SKU-01773,451.44,315.54,Grocery,2025-02-22
SKU-01774,479.9,299.1,Apparel,2023-01-21
SKU-01775,404.11,988.12,Electronics,2025-05-08
SKU-01776,191.93,375.41,Home & Kitchen,2023-07-14
SKU-01777,359.66,214.68,Beauty,2024-06-11
SKU-01778,246.92,591.01,Home & Kitchen,2024-07-21
SKU-01779,164.6,872.16,Electronics,2024-08-08
SKU-01780,428.39,710.25,Electronics,2024-07-28
SKU-01781,67.29,366.47,Apparel,2023-02-03
SKU-01782,455.79,605.45,Beauty,2023-02-12
SKU-01783,257.66,743.37,Beauty,2023-02-20
SKU-01784,336.74,755.29,Beauty,2024-04-07
SKU-01785,346.71,699.88,Grocery,2022-10-21
SKU-01786,452.8,883.73,Home & Kitchen,2025-01-27
SKU-01787,336.5,883.09,Home & Kitchen,2024-05-15
SKU-01788,326.27,621.04,Home & Kitchen,2022-11-26
SKU-01789,79.99,486.87,Grocery,2023-11-19
SKU-01790,283.28,677.41,Apparel,2023-05-26
SKU-01791,117.58,836.39,Home & Kitchen,2025-01-31
SKU-01792,381.85,105.09,Electronics,2024-07-31
SKU-01793,280.5,992.8,Electronics,2023-08-16
SKU-01794,356.1,264.6,Grocery,2022-08-12
SKU-01795,68.75,523.22,Beauty,2024-02-19
SKU-01796,88.16,884.83,Home & Kitchen,2024-06-23
SKU-01797,372.35,302.54,Electronics,2024-06-30
SKU-01798,82.44,529.12,Beauty,2023-01-18
SKU-01799,82.07,219.32,Grocery,2024-04-14
SKU-01800,55.45,455.57,Apparel,2025-03-14
SKU-01801,480.43,259.42,Home & Kitchen,2025-06-26
SKU-01802,381.88,427.26,Apparel,2023-10-31
SKU-01803,208.96,436.12,Apparel,2024-08-03
SKU-01804,183.44,993.85,Grocery,2024-12-23
SKU-01805,207.37,995.33,Electronics,2024-10-26
SKU-01806,398.59,203.31,Electronics,2024-04-09
SKU-01807,347.62,753.37,Electronics,2025-05-19
SKU-01808,133.34,146.57,Apparel,2024-02-13
SKU-01809,128.35,127.17,Electronics,2024-07-17
SKU-01810,94.28,194.8,Electronics,2022-07-15
SKU-01811,347.14,968.94,Electronics,2024-04-14
SKU-01812,393.97,946.78,Electronics,2022-10-31
SKU-01813,169.27,274.54,Apparel,2023-01-22
SKU-01814,59.43,245.51,Electronics,2024-02-06
SKU-01815,86.98,316.48,Home & Kitchen,2022-10-30
SKU-01816,485.54,563.99,Home & Kitchen,2024-05-08
SKU-01817,182.95,612.73,Electronics,2023-01-04
SKU-01818,396.15,299.43,Home & Kitchen,2023-03-06
SKU-01819,331.1,780.96,Beauty,2024-12-22
SKU-01820,221.87,378.6,Beauty,2025-02-22
SKU-01821,142.56,929.92,Electronics,2023-02-25
SKU-01822,104.62,691.05,Grocery,2022-07-29
SKU-01823,326.76,492.72,Apparel,2022-07-25
SKU-01824,398.59,810.92,Electronics,2024-10-17
SKU-01825,339.76,836.12,Electronics,2023-11-24
SKU-01826,288.64,361.43,Apparel,2022-09-29
SKU-01827,68.88,405.74,Home & Kitchen,2024-07-13
SKU-01828,485.82,942.36,Home & Kitchen,2023-04-06
SKU-01829,409.42,248.27,Grocery,2024-03-31
SKU-01830,181.77,137.94,Electronics,2024-07-06
SKU-01831,490.99,508.65,Apparel,2023-09-15
SKU-01832,320.85,821.09,Apparel,2024-01-24
SKU-01833,312.09,794.5,Apparel,2023-01-20
SKU-01834,386.63,927.58,Beauty,2023-09-08
SKU-01835,415.3,579.88,Grocery,2024-05-07
SKU-01836,345.42,190.06,Beauty,2024-09-11
SKU-01837,107.64,629.82,Home & Kitchen,2023-10-23
SKU-01838,202.22,800.56,Apparel,2022-09-12
SKU-01839,467.64,184.0,Apparel,2025-01-24
SKU-01840,151.08,255.39,Apparel,2024-01-10
SKU-01841,217.48,111.06,Apparel,2024-02-02
SKU-01842,244.43,634.29,Grocery,2023-11-13
SKU-01843,247.73,898.06,Apparel,2024-02-13
SKU-01844,325.82,703.6,Electronics,2025-05-20
SKU-01845,474.38,983.84,Grocery,2022-10-22
SKU-01846,158.31,156.73,Grocery,2024-10-28
SKU-01847,104.68,912.7,Apparel,2024-10-22
SKU-01848,138.86,832.66,Home & Kitchen,2024-03-13
SKU-01849,449.12,382.82,Electronics,2023-06-01
SKU-01850,340.61,976.17,Home & Kitchen,2024-07-15
SKU-01851,178.66,359.14,Electronics,2024-03-29
SKU-01852,417.18,900.37,Electronics,2023-11-19
SKU-01853,437.62,892.67,Home & Kitchen,2023-01-04
SKU-01854,430.93,781.89,Apparel,2024-08-12
SKU-01855,463.52,607.12,Grocery,2023-01-30
SKU-01856,163.51,208.0,Grocery,2025-02-20
SKU-01857,389.77,578.77,Electronics,2025-03-17
SKU-01858,257.24,421.12,Grocery,2025-06-07
SKU-01859,428.9,813.0,Home & Kitchen,2024-04-02
SKU-01860,377.82,782.32,Electronics,2025-02-08
SKU-01861,399.4,919.55,Home & Kitchen,2023-03-24
SKU-01862,345.27,113.35,Home & Kitchen,2023-07-10
SKU-01863,129.84,828.19,Home & Kitchen,2022-08-07
SKU-01864,295.26,944.62,Beauty,2024-08-28
SKU-01865,493.1,810.37,Home & Kitchen,2025-03-05
SKU-01866,471.82,217.18,Beauty,2022-10-10
SKU-01867,69.43,173.15,Home & Kitchen,2023-01-19
SKU-01868,124.17,118.76,Electronics,2025-07-05
SKU-01869,109.28,665.87,Apparel,2024-06-26
SKU-01870,376.69,666.71,Electronics,2023-12-18
SKU-01871,418.0,988.22,Home & Kitchen,2023-09-05
SKU-01872,146.08,458.24,Home & Kitchen,2025-06-11
SKU-01873,277.63,398.72,Apparel,2023-09-14
SKU-01874,428.32,661.98,Electronics,2022-09-02
SKU-01875,379.76,843.05,Apparel,2023-03-04
SKU-01876,294.01,943.1,Electronics,2023-05-09
SKU-01877,315.66,822.81,Home & Kitchen,2024-11-18
SKU-01878,278.76,484.01,Grocery,2024-04-06
SKU-01879,183.9,671.42,Beauty,2024-07-01
SKU-01880,304.26,870.67,Electronics,2024-09-30
SKU-01881,360.0,541.55,Home & Kitchen,2025-01-07
SKU-01882,443.0,295.02,Home & Kitchen,2024-09-21
SKU-01883,336.33,252.75,Beauty,2024-11-20
SKU-01884,392.5,100.14,Home & Kitchen,2025-02-05
SKU-01885,122.03,746.41,Electronics,2025-04-02
SKU-01886,257.7,199.99,Apparel,2023-12-22
SKU-01887,54.2,319.46,Home & Kitchen,2024-04-27
SKU-01888,161.01,368.09,Grocery,2025-04-02
SKU-01889,376.91,604.34,Grocery,2024-10-17
SKU-01890,496.31,458.16,Electronics,2024-11-14
SKU-01891,94.63,707.21,Beauty,2023-05-20
SKU-01892,230.67,150.07,Electronics,2025-04-06
SKU-01893,410.03,211.55,Beauty,2023-06-10
SKU-01894,141.82,549.29,Grocery,2024-01-25
SKU-01895,299.79,403.27,Home & Kitchen,2022-10-15
SKU-01896,379.88,366.23,Grocery,2022-07-30
SKU-01897,327.19,160.33,Electronics,2023-05-02
SKU-01898,134.61,906.15,Electronics,2023-11-28
SKU-01899,209.92,722.64,Electronics,2025-05-01
SKU-01900,402.71,209.46,Electronics,2025-05-01
SKU-01901,299.4,158.54,Home & Kitchen,2023-02-20
SKU-01902,52.35,977.39,Electronics,2024-02-19
SKU-01903,392.45,713.06,Grocery,2022-10-25
SKU-01904,65.89,475.71,Apparel,2024-11-26
SKU-01905,385.58,731.56,Home & Kitchen,2024-08-12
SKU-01906,141.12,780.7,Home & Kitchen,2024-12-13
SKU-01907,481.13,801.97,Apparel,2023-07-07
SKU-01908,215.57,530.09,Electronics,2023-11-24
SKU-01909,197.12,486.89,Apparel,2024-09-17
SKU-01910,117.0,109.93,Grocery,2024-01-11
SKU-01911,187.52,933.9,Home & Kitchen,2025-03-24
SKU-01912,444.49,642.98,Electronics,2022-10-03
SKU-01913,498.35,282.84,Grocery,2024-09-25
SKU-01914,215.74,927.64,Electronics,2024-08-24
SKU-01915,251.87,923.44,Home & Kitchen,2025-01-17
SKU-01916,374.93,990.27,Apparel,2023-02-25
SKU-01917,448.79,886.65,Grocery,2022-10-24
SKU-01918,316.87,998.01,Beauty,2023-01-04
SKU-01919,226.19,320.22,Grocery,2023-05-17
SKU-01920,235.68,858.02,Apparel,2023-12-27
SKU-01921,363.03,840.73,Electronics,2022-08-18
SKU-01922,51.45,307.85,Grocery,2025-06-15
SKU-01923,328.82,188.59,Apparel,2024-09-13
SKU-01924,209.97,981.48,Electronics,2023-12-19
SKU-01925,407.39,366.42,Grocery,2022-12-16
SKU-01926,91.85,883.8,Electronics,2023-03-31
SKU-01927,314.69,103.71,Electronics,2025-01-23
SKU-01928,266.44,118.92,Beauty,2024-07-02
SKU-01929,339.05,519.28,Apparel,2025-01-18
SKU-01930,79.18,314.84,Electronics,2025-01-30
SKU-01931,310.99,720.86,Grocery,2022-07-14
SKU-01932,302.67,609.01,Grocery,2023-06-22
SKU-01933,302.3,169.74,Electronics,2023-01-31
SKU-01934,321.57,246.37,Home & Kitchen,2024-12-30
SKU-01935,354.41,449.24,Grocery,2023-09-21
SKU-01936,412.25,267.04,Electronics,2022-08-24
SKU-01937,171.42,813.0,Apparel,2024-09-13
SKU-01938,421.27,474.46,Electronics,2024-10-12
SKU-01939,274.22,184.09,Grocery,2023-10-30
SKU-01940,84.68,535.91,Grocery,2024-04-14
SKU-01941,76.35,181.75,Electronics,2024-02-09
SKU-01942,200.41,216.04,Grocery,2023-01-07
SKU-01943,403.2,315.65,Grocery,2025-04-11
SKU-01944,368.46,873.57,Apparel,2023-02-22
SKU-01945,404.88,932.15,Home & Kitchen,2022-11-29
SKU-01946,282.77,843.63,Electronics,2025-06-12
SKU-01947,248.09,400.67,Beauty,2022-10-30
SKU-01948,116.35,345.2,Home & Kitchen,2024-09-10
SKU-01949,197.69,594.24,Home & Kitchen,2022-09-24
SKU-01950,245.31,749.67,Home & Kitchen,2023-10-30
SKU-01951,89.87,994.04,Home & Kitchen,2023-11-08
SKU-01952,149.28,218.41,Grocery,2025-05-30
SKU-01953,319.2,144.36,Home & Kitchen,2024-02-23
SKU-01954,381.05,724.92,Beauty,2024-08-16
SKU-01955,499.26,849.0,Home & Kitchen,2022-08-26
SKU-01956,469.9,861.71,Electronics,2024-12-04
SKU-01957,339.15,710.62,Beauty,2024-10-18
SKU-01958,239.56,958.61,Home & Kitchen,2024-10-29
SKU-01959,336.28,559.9,Home & Kitchen,2024-05-12
SKU-01960,403.54,922.43,Beauty,2023-12-18
SKU-01961,103.25,971.03,Electronics,2025-03-06
SKU-01962,234.46,862.44,Apparel,2023-12-14
SKU-01963,427.91,378.78,Electronics,2023-11-15
SKU-01964,222.72,276.59,Home & Kitchen,2023-02-02
SKU-01965,307.34,593.31,Grocery,2024-01-03
SKU-01966,314.5,507.71,Beauty,2023-04-17
SKU-01967,133.01,889.98,Apparel,2023-06-08
SKU-01968,213.01,190.03,Grocery,2025-05-10
SKU-01969,200.53,331.97,Beauty,2025-07-03
SKU-01970,61.79,776.62,Home & Kitchen,2022-08-07
SKU-01971,60.89,185.49,Electronics,2022-12-29
SKU-01972,424.26,388.69,Home & Kitchen,2025-06-26
SKU-01973,172.88,448.44,Beauty,2025-03-25
SKU-01974,283.14,660.33,Beauty,2024-05-03
SKU-01975,184.43,242.32,Home & Kitchen,2023-01-06
SKU-01976,473.31,874.54,Grocery,2024-07-15
SKU-01977,166.68,502.79,Electronics,2023-05-21
SKU-01978,243.35,925.32,Electronics,2024-04-20
SKU-01979,442.73,521.08,Beauty,2023-08-25
SKU-01980,428.87,347.54,Electronics,2023-09-05
SKU-01981,133.75,227.65,Electronics,2024-10-26
SKU-01982,411.19,103.37,Apparel,2022-07-12
SKU-01983,256.18,578.94,Home & Kitchen,2022-08-19
SKU-01984,267.34,196.44,Home & Kitchen,2022-09-24
SKU-01985,110.07,452.55,Electronics,2024-09-19
SKU-01986,86.27,630.34,Beauty,2024-09-10
SKU-01987,377.57,348.12,Beauty,2025-05-25
SKU-01988,273.41,257.7,Apparel,2025-06-04
SKU-01989,246.58,797.25,Apparel,2024-02-04
SKU-01990,378.28,952.11,Grocery,2022-11-19
SKU-01991,394.48,190.4,Home & Kitchen,2024-02-07
SKU-01992,121.51,240.03,Apparel,2023-10-15
SKU-01993,324.6,964.01,Apparel,2024-04-19
SKU-01994,110.91,134.01,Apparel,2023-03-03
SKU-01995,388.12,979.87,Electronics,2023-09-23
SKU-01996,345.63,104.18,Apparel,2023-12-17
SKU-01997,480.48,886.3,Home & Kitchen,2023-06-05
SKU-01998,81.03,376.59,Grocery,2022-07-25
SKU-01999,75.67,944.73,Grocery,2025-03-10
SKU-02000,176.98,385.25,Apparel,2024-03-28
SKU-02001,167.77,688.88,Grocery,2023-11-29
SKU-02002,161.14,172.03,Electronics,2025-02-04
SKU-02003,457.81,318.1,Apparel,2025-01-20
SKU-02004,162.3,796.31,Grocery,2023-01-13
SKU-02005,172.38,575.82,Home & Kitchen,2022-09-06
SKU-02006,391.73,935.17,Apparel,2023-10-30
SKU-02007,252.38,485.88,Home & Kitchen,2024-11-10
SKU-02008,399.52,882.83,Beauty,2023-04-06
SKU-02009,79.41,504.06,Home & Kitchen,2024-02-04
SKU-02010,269.41,981.32,Grocery,2025-04-13
SKU-02011,65.13,963.85,Beauty,2025-04-20
SKU-02012,78.19,396.22,Grocery,2025-06-08
SKU-02013,457.9,897.33,Home & Kitchen,2025-01-08
SKU-02014,112.66,862.85,Electronics,2024-06-29
SKU-02015,289.59,289.61,Apparel,2025-03-12
SKU-02016,234.99,661.86,Home & Kitchen,2025-06-28
SKU-02017,206.3,165.41,Grocery,2024-01-21
SKU-02018,454.93,853.04,Apparel,2022-10-06
SKU-02019,59.82,257.09,Beauty,2024-05-10
SKU-02020,348.71,163.73,Electronics,2024-09-17
SKU-02021,483.53,460.2,Grocery,2024-08-18
SKU-02022,302.08,619.23,Apparel,2025-01-30
SKU-02023,471.57,869.43,Apparel,2024-03-09
SKU-02024,73.52,976.82,Grocery,2023-11-26
SKU-02025,238.46,495.54,Electronics,2024-02-24
SKU-02026,167.07,154.4,Electronics,2023-01-27
SKU-02027,378.87,774.2,Home & Kitchen,2024-04-27
SKU-02028,491.58,608.66,Home & Kitchen,2024-09-06
SKU-02029,165.44,503.1,Grocery,2024-10-14
SKU-02030,344.38,378.34,Beauty,2024-12-09
SKU-02031,139.14,552.16,Electronics,2025-05-20
SKU-02032,304.4,404.81,Home & Kitchen,2024-11-23
SKU-02033,258.77,781.31,Home & Kitchen,2024-09-27
SKU-02034,487.4,589.5,Beauty,2022-08-27
SKU-02035,323.84,889.16,Beauty,2024-04-04
SKU-02036,207.28,589.19,Grocery,2025-02-11
SKU-02037,101.34,314.44,Home & Kitchen,2024-11-12
SKU-02038,118.06,865.98,Electronics,2023-05-19
SKU-02039,151.39,601.5,Apparel,2024-11-15
SKU-02040,162.93,286.16,Home & Kitchen,2025-02-03
SKU-02041,432.78,661.16,Grocery,2024-07-31
SKU-02042,302.55,421.95,Home & Kitchen,2025-05-25
SKU-02043,285.53,859.97,Grocery,2025-05-21
SKU-02044,101.65,507.97,Apparel,2025-01-05
SKU-02045,437.06,753.8,Grocery,2023-03-09
SKU-02046,375.27,185.98,Electronics,2023-01-26
SKU-02047,80.45,456.42,Electronics,2025-06-05
SKU-02048,368.53,984.92,Electronics,2024-08-01
SKU-02049,294.59,827.61,Grocery,2025-05-09
SKU-02050,86.78,243.95,Electronics,2025-05-27
SKU-02051,256.24,349.99,Grocery,2023-02-18
SKU-02052,268.11,396.83,Electronics,2024-06-13
SKU-02053,124.6,685.33,Apparel,2023-09-02
SKU-02054,475.56,781.3,Beauty,2025-02-16
SKU-02055,432.49,774.57,Home & Kitchen,2023-03-15
SKU-02056,351.06,558.89,Electronics,2025-04-04
SKU-02057,258.03,829.74,Electronics,2022-11-11
SKU-02058,235.29,493.37,Beauty,2024-02-26
SKU-02059,342.94,211.49,Apparel,2023-02-22
SKU-02060,295.44,608.0,Home & Kitchen,2025-02-27
SKU-02061,78.02,957.07,Apparel,2024-11-25
SKU-02062,280.63,813.69,Apparel,2024-09-11
SKU-02063,412.88,620.83,Electronics,2024-06-08
SKU-02064,256.66,682.13,Home & Kitchen,2023-09-11
SKU-02065,73.38,937.51,Grocery,2023-06-26
SKU-02066,403.83,485.51,Electronics,2024-09-21
SKU-02067,140.61,398.25,Grocery,2025-06-11
SKU-02068,166.38,979.52,Grocery,2022-08-24
SKU-02069,124.12,877.1,Beauty,2025-04-17
SKU-02070,198.6,390.74,Electronics,2025-04-17
SKU-02071,390.54,517.4,Apparel,2024-04-26
SKU-02072,283.72,473.57,Grocery,2024-05-29
SKU-02073,142.2,234.19,Electronics,2024-08-22
SKU-02074,445.02,962.04,Electronics,2025-02-27
SKU-02075,445.81,463.88,Grocery,2022-07-26
SKU-02076,441.76,887.8,Apparel,2023-03-17
SKU-02077,157.46,270.42,Apparel,2022-10-09
SKU-02078,253.06,593.08,Apparel,2023-12-23
SKU-02079,493.25,121.57,Grocery,2023-03-28
SKU-02080,397.41,787.8,Apparel,2025-03-08
