customer_id,churn_flag,ltv,acquisition_source,signup_date,region,segment,cluster,segment_tag
CUST-001143,0,6160.49,Google Ads,2023-05-20,West,Low-Value,0,"Low LTV, no churn"
CUST-001144,0,7638.56,Referral,2024-02-15,North,Medium-Value,2,"High LTV, low churn"
CUST-001145,0,1015.22,Referral,2025-01-26,North,High-Value,3,"Low LTV, no churn"
CUST-001146,0,4010.08,Facebook,2023-02-25,East,Medium-Value,1,"Low LTV, no churn"
CUST-001147,0,4767.9,Google Ads,2024-12-31,West,Low-Value,0,"Low LTV, no churn"
CUST-001148,0,5946.27,Google Ads,2025-05-15,East,Medium-Value,2,"Low LTV, no churn"
CUST-001149,0,5525.53,Referral,2024-01-18,West,High-Value,2,"Low LTV, no churn"
CUST-001150,1,4651.65,Referral,2025-04-02,East,High-Value,3,"Low LTV, high churn risk"
CUST-001151,0,5229.73,Google Ads,2022-11-30,South,Medium-Value,1,"Low LTV, no churn"
CUST-001152,0,417.72,Facebook,2025-05-08,West,Low-Value,3,"Low LTV, no churn"
CUST-001153,0,7540.44,Google Ads,2024-02-09,East,Medium-Value,2,"High LTV, low churn"
CUST-001154,0,9895.13,Google Ads,2025-01-22,North,Low-Value,0,"High LTV, low churn"
CUST-001155,0,9088.88,Referral,2023-12-06,North,High-Value,2,"High LTV, low churn"
CUST-001156,0,2955.16,Organic,2022-11-18,East,Medium-Value,1,"Low LTV, no churn"
CUST-001157,0,1372.86,Google Ads,2022-11-13,North,High-Value,3,"Low LTV, no churn"
CUST-001158,0,9209.06,Google Ads,2023-06-05,North,High-Value,2,"High LTV, low churn"
CUST-001159,0,1682.8,Google Ads,2023-08-12,East,Low-Value,3,"Low LTV, no churn"
CUST-001160,0,937.85,Facebook,2023-07-07,North,High-Value,3,"Low LTV, no churn"
CUST-001161,1,6361.66,Facebook,2022-11-21,North,Medium-Value,2,"Low LTV, high churn risk"
CUST-001162,0,1619.91,Facebook,2023-01-15,North,High-Value,3,"Low LTV, no churn"
CUST-001163,1,9656.21,Organic,2023-11-23,West,Medium-Value,2,"High LTV, high churn risk"
CUST-001164,0,2908.48,Google Ads,2024-11-24,East,Low-Value,3,"Low LTV, no churn"
CUST-001165,0,5042.15,Google Ads,2024-12-14,South,High-Value,2,"Low LTV, no churn"
CUST-001166,0,8969.79,Google Ads,2024-04-13,South,High-Value,2,"High LTV, low churn"
CUST-001167,0,3444.61,Google Ads,2023-10-08,North,Low-Value,3,"Low LTV, no churn"
CUST-001168,1,2803.05,Facebook,2022-08-11,South,Medium-Value,1,"Low LTV, high churn risk"
CUST-001169,0,1349.63,Referral,2023-03-18,West,Low-Value,3,"Low LTV, no churn"
CUST-001170,0,4153.69,Facebook,2023-11-11,East,High-Value,3,"Low LTV, no churn"
CUST-001171,1,5505.22,Facebook,2023-08-20,South,Low-Value,0,"Low LTV, high churn risk"
CUST-001172,0,3761.84,Organic,2024-01-05,North,Low-Value,3,"Low LTV, no churn"
CUST-001173,0,9601.31,Referral,2024-09-05,North,Low-Value,0,"High LTV, low churn"
CUST-001174,1,5490.25,Referral,2023-10-16,West,Medium-Value,2,"Low LTV, high churn risk"
CUST-001175,0,6638.43,Google Ads,2024-02-29,West,High-Value,2,"Low LTV, no churn"
CUST-001176,0,8648.38,Google Ads,2023-06-03,South,High-Value,2,"High LTV, low churn"
CUST-001177,0,6014.57,Referral,2023-06-04,West,Medium-Value,2,"Low LTV, no churn"
CUST-001178,0,7873.59,Google Ads,2023-02-27,East,High-Value,2,"High LTV, low churn"
CUST-001179,0,8200.41,Facebook,2025-01-15,North,High-Value,2,"High LTV, low churn"
CUST-001180,0,5087.58,Google Ads,2024-06-12,East,Medium-Value,1,"Low LTV, no churn"
CUST-001181,0,5623.19,Google Ads,2025-01-03,South,Low-Value,0,"Low LTV, no churn"
CUST-001182,1,7091.59,Google Ads,2022-07-16,South,Low-Value,0,"High LTV, high churn risk"
CUST-001183,0,5088.83,Referral,2024-07-29,East,High-Value,2,"Low LTV, no churn"
CUST-001184,0,2214.6,Google Ads,2024-01-01,South,Medium-Value,1,"Low LTV, no churn"
CUST-001185,0,8763.61,Google Ads,2023-04-07,North,Medium-Value,2,"High LTV, low churn"
CUST-001186,0,3635.35,Organic,2022-09-20,South,Low-Value,3,"Low LTV, no churn"
CUST-001187,0,7983.76,Facebook,2023-09-16,South,High-Value,2,"High LTV, low churn"
CUST-001188,0,7094.22,Organic,2023-11-22,East,High-Value,2,"High LTV, low churn"
CUST-001189,0,8709.72,Organic,2023-05-09,North,Low-Value,0,"High LTV, low churn"
CUST-001190,0,1289.89,Facebook,2024-06-12,West,High-Value,3,"Low LTV, no churn"
CUST-001191,0,7406.87,Google Ads,2024-06-30,East,Medium-Value,2,"High LTV, low churn"
CUST-001192,0,2006.33,Google Ads,2022-07-12,West,Medium-Value,1,"Low LTV, no churn"
CUST-001193,1,1559.77,Referral,2023-09-25,South,Low-Value,3,"Low LTV, high churn risk"
CUST-001194,0,5142.77,Google Ads,2022-10-19,North,Medium-Value,1,"Low LTV, no churn"
CUST-001195,1,4078.58,Facebook,2024-01-10,South,High-Value,3,"Low LTV, high churn risk"
CUST-001196,0,4718.09,Facebook,2023-07-25,North,Medium-Value,1,"Low LTV, no churn"
CUST-001197,0,4173.05,Referral,2025-02-19,East,Low-Value,3,"Low LTV, no churn"
CUST-001198,1,117.25,Google Ads,2024-09-16,South,High-Value,3,"Low LTV, high churn risk"
CUST-001199,0,8482.02,Google Ads,2023-10-17,East,Low-Value,0,"High LTV, low churn"
CUST-001200,1,1579.18,Google Ads,2025-06-26,East,Medium-Value,1,"Low LTV, high churn risk"
CUST-001201,0,4356.28,Google Ads,2025-06-13,East,High-Value,3,"Low LTV, no churn"
CUST-001202,0,9605.73,Google Ads,2023-10-08,West,Low-Value,0,"High LTV, low churn"
CUST-001203,0,1455.18,Referral,2024-08-12,West,Medium-Value,1,"Low LTV, no churn"
CUST-001204,0,3873.85,Referral,2024-11-06,East,Medium-Value,1,"Low LTV, no churn"
CUST-001205,0,5969.99,Google Ads,2022-09-26,North,Low-Value,0,"Low LTV, no churn"
CUST-001206,0,5443.16,Facebook,2024-10-09,East,Low-Value,0,"Low LTV, no churn"
CUST-001207,0,1957.71,Referral,2022-10-08,East,High-Value,3,"Low LTV, no churn"
CUST-001208,0,151.06,Google Ads,2023-07-25,West,Low-Value,3,"Low LTV, no churn"
CUST-001209,0,2306.53,Google Ads,2025-06-15,South,Medium-Value,1,"Low LTV, no churn"
CUST-001210,0,4738.79,Organic,2022-07-24,East,Medium-Value,1,"Low LTV, no churn"
CUST-001211,0,2382.38,Facebook,2023-04-30,West,Medium-Value,1,"Low LTV, no churn"
CUST-001212,0,1063.84,Google Ads,2024-07-28,North,Medium-Value,1,"Low LTV, no churn"
CUST-001213,0,4480.63,Referral,2023-02-28,East,High-Value,3,"Low LTV, no churn"
CUST-001214,1,9940.31,Referral,2024-09-13,North,High-Value,2,"High LTV, high churn risk"
CUST-001215,0,7190.85,Referral,2024-06-19,West,High-Value,2,"High LTV, low churn"
CUST-001216,1,571.78,Google Ads,2022-08-10,West,Low-Value,3,"Low LTV, high churn risk"
CUST-001217,0,8534.5,Google Ads,2022-12-18,West,Medium-Value,2,"High LTV, low churn"
CUST-001218,0,1559.47,Referral,2023-11-20,South,Medium-Value,1,"Low LTV, no churn"
CUST-001219,1,2870.27,Referral,2023-10-20,North,High-Value,3,"Low LTV, high churn risk"
CUST-001220,0,2418.17,Google Ads,2025-06-05,North,Low-Value,3,"Low LTV, no churn"
CUST-001221,1,6132.68,Google Ads,2023-10-13,South,High-Value,2,"Low LTV, high churn risk"
CUST-001222,0,4749.62,Facebook,2022-11-20,West,Medium-Value,1,"Low LTV, no churn"
CUST-001223,1,6740.67,Google Ads,2023-08-11,North,High-Value,2,"Low LTV, high churn risk"
CUST-001224,1,5690.35,Referral,2025-06-26,South,Medium-Value,2,"Low LTV, high churn risk"
CUST-001225,0,6584.66,Google Ads,2025-01-30,North,High-Value,2,"Low LTV, no churn"
CUST-001226,0,1050.08,Google Ads,2023-11-08,West,High-Value,3,"Low LTV, no churn"
CUST-001227,0,9116.91,Facebook,2024-09-29,North,High-Value,2,"High LTV, low churn"
CUST-001228,0,891.57,Google Ads,2023-08-12,North,Low-Value,3,"Low LTV, no churn"
CUST-001229,0,7687.08,Facebook,2025-02-24,East,High-Value,2,"High LTV, low churn"
CUST-001230,0,3383.05,Facebook,2023-11-30,West,Medium-Value,1,"Low LTV, no churn"
CUST-001231,1,8952.96,Referral,2022-07-22,South,High-Value,2,"High LTV, high churn risk"
CUST-001232,0,8811.82,Google Ads,2024-10-08,West,High-Value,2,"High LTV, low churn"
CUST-001233,0,4113.69,Organic,2022-10-25,West,High-Value,3,"Low LTV, no churn"
CUST-001234,0,2655.26,Google Ads,2024-10-07,South,Low-Value,3,"Low LTV, no churn"
CUST-001235,0,8443.49,Google Ads,2022-07-18,West,Medium-Value,2,"High LTV, low churn"
CUST-001236,0,8401.29,Google Ads,2024-12-24,West,Medium-Value,2,"High LTV, low churn"
CUST-001237,1,6939.02,Organic,2024-06-13,East,Low-Value,0,"Low LTV, high churn risk"
CUST-001238,0,157.86,Referral,2024-11-12,North,High-Value,3,"Low LTV, no churn"
CUST-001239,0,5080.4,Google Ads,2023-08-26,West,Low-Value,0,"Low LTV, no churn"
CUST-001240,0,4484.84,Google Ads,2023-01-19,West,High-Value,3,"Low LTV, no churn"
CUST-001241,1,4903.02,Referral,2025-03-28,South,Medium-Value,1,"Low LTV, high churn risk"
CUST-001242,0,7060.41,Referral,2023-01-08,West,Low-Value,0,"High LTV, low churn"
CUST-001243,0,4037.12,Facebook,2024-07-26,South,High-Value,3,"Low LTV, no churn"
CUST-001244,0,7808.24,Organic,2023-11-01,East,Medium-Value,2,"High LTV, low churn"
CUST-001245,0,2582.76,Google Ads,2025-01-04,West,High-Value,3,"Low LTV, no churn"
CUST-001246,0,4127.41,Facebook,2024-01-10,North,Medium-Value,1,"Low LTV, no churn"
CUST-001247,0,6836.93,Facebook,2024-12-14,West,Low-Value,0,"Low LTV, no churn"
CUST-001248,0,3941.54,Facebook,2022-08-17,West,Medium-Value,1,"Low LTV, no churn"
CUST-001249,0,5296.69,Google Ads,2022-08-24,North,Medium-Value,1,"Low LTV, no churn"
CUST-001250,0,815.59,Referral,2023-02-23,North,Low-Value,3,"Low LTV, no churn"
CUST-001251,1,8743.5,Google Ads,2022-10-29,South,High-Value,2,"High LTV, high churn risk"
CUST-001252,0,8993.93,Facebook,2022-08-19,North,Low-Value,0,"High LTV, low churn"
CUST-001253,0,6885.87,Facebook,2025-05-23,North,High-Value,2,"Low LTV, no churn"
CUST-001254,0,7617.23,Google Ads,2024-09-04,West,High-Value,2,"High LTV, low churn"
CUST-001255,0,6069.17,Facebook,2025-04-16,East,High-Value,2,"Low LTV, no churn"
CUST-001256,1,8066.87,Google Ads,2025-03-25,West,Medium-Value,2,"High LTV, high churn risk"
CUST-001257,0,9869.48,Google Ads,2023-03-21,East,Medium-Value,2,"High LTV, low churn"
CUST-001258,0,2452.51,Referral,2023-10-24,West,High-Value,3,"Low LTV, no churn"
CUST-001259,0,3499.15,Google Ads,2023-01-14,North,Low-Value,3,"Low LTV, no churn"
CUST-001260,0,1417.51,Google Ads,2025-01-22,North,Low-Value,3,"Low LTV, no churn"
CUST-001261,0,2646.82,Facebook,2024-11-09,North,Low-Value,3,"Low LTV, no churn"
CUST-001262,0,3190.0,Facebook,2023-09-19,East,Medium-Value,1,"Low LTV, no churn"
CUST-001263,0,4715.81,Organic,2022-09-08,North,Low-Value,0,"Low LTV, no churn"
CUST-001264,0,4640.59,Google Ads,2024-06-20,West,Low-Value,0,"Low LTV, no churn"
CUST-001265,0,5204.32,Google Ads,2022-12-03,North,Medium-Value,1,"Low LTV, no churn"
CUST-001266,0,8508.72,Organic,2024-07-12,East,Low-Value,0,"High LTV, low churn"
CUST-001267,0,9347.15,Facebook,2024-02-20,North,Low-Value,0,"High LTV, low churn"
CUST-001268,0,4462.19,Referral,2023-12-13,West,Low-Value,3,"Low LTV, no churn"
CUST-001269,0,4805.64,Google Ads,2024-11-26,West,Low-Value,0,"Low LTV, no churn"
CUST-001270,0,3948.46,Google Ads,2023-11-20,North,High-Value,3,"Low LTV, no churn"
CUST-001271,0,843.31,Facebook,2023-03-10,South,Medium-Value,1,"Low LTV, no churn"
CUST-001272,0,1379.67,Facebook,2023-03-25,West,Low-Value,3,"Low LTV, no churn"
CUST-001273,0,9234.77,Google Ads,2023-02-11,North,Low-Value,0,"High LTV, low churn"
CUST-001274,0,5127.84,Google Ads,2023-04-02,South,Medium-Value,1,"Low LTV, no churn"
CUST-001275,0,9800.3,Google Ads,2025-06-05,South,Medium-Value,2,"High LTV, low churn"
CUST-001276,0,4734.84,Organic,2024-09-08,South,High-Value,3,"Low LTV, no churn"
CUST-001277,0,8589.06,Facebook,2022-08-31,North,Low-Value,0,"High LTV, low churn"
CUST-001278,0,6789.99,Facebook,2022-08-01,West,High-Value,2,"Low LTV, no churn"
CUST-001279,0,9801.44,Google Ads,2023-06-28,North,Low-Value,0,"High LTV, low churn"
CUST-001280,1,4893.55,Referral,2023-01-12,East,Low-Value,0,"Low LTV, high churn risk"
CUST-001281,0,9704.02,Google Ads,2024-02-25,East,High-Value,2,"High LTV, low churn"
CUST-001282,0,1653.36,Facebook,2024-05-23,North,High-Value,3,"Low LTV, no churn"
CUST-001283,0,7903.11,Referral,2024-11-12,North,High-Value,2,"High LTV, low churn"
CUST-001284,0,8071.84,Google Ads,2022-12-18,North,High-Value,2,"High LTV, low churn"
CUST-001285,0,2427.79,Facebook,2025-03-08,South,Medium-Value,1,"Low LTV, no churn"
CUST-001286,0,2999.4,Facebook,2024-10-03,North,Medium-Value,1,"Low LTV, no churn"
CUST-001287,0,2894.55,Google Ads,2024-05-25,South,Medium-Value,1,"Low LTV, no churn"
CUST-001288,0,2608.87,Google Ads,2023-01-09,West,High-Value,3,"Low LTV, no churn"
CUST-001289,1,1235.39,Referral,2025-03-19,South,Low-Value,3,"Low LTV, high churn risk"
CUST-001290,1,2274.96,Facebook,2024-12-13,South,Medium-Value,1,"Low LTV, high churn risk"
CUST-001291,0,2849.06,Google Ads,2024-02-02,South,Medium-Value,1,"Low LTV, no churn"
CUST-001292,1,8260.27,Facebook,2023-01-19,South,Medium-Value,2,"High LTV, high churn risk"
CUST-001293,0,1905.01,Facebook,2023-12-14,North,Medium-Value,1,"Low LTV, no churn"
CUST-001294,1,2231.67,Referral,2024-10-04,West,Low-Value,3,"Low LTV, high churn risk"
CUST-001295,0,4229.06,Facebook,2023-12-21,West,Medium-Value,1,"Low LTV, no churn"
CUST-001296,0,697.1,Google Ads,2022-08-18,East,Low-Value,3,"Low LTV, no churn"
CUST-001297,1,4751.72,Facebook,2024-12-21,North,Medium-Value,1,"Low LTV, high churn risk"
CUST-001298,0,3066.53,Organic,2024-03-07,North,Medium-Value,1,"Low LTV, no churn"
CUST-001299,0,3007.87,Google Ads,2025-07-04,South,Low-Value,3,"Low LTV, no churn"
CUST-001300,0,8302.92,Google Ads,2022-07-23,North,Low-Value,0,"High LTV, low churn"
CUST-001301,0,2666.49,Google Ads,2024-10-31,East,Low-Value,3,"Low LTV, no churn"
CUST-001302,0,3529.8,Facebook,2024-01-09,South,Medium-Value,1,"Low LTV, no churn"
CUST-001303,0,3755.81,Referral,2022-09-06,North,Medium-Value,1,"Low LTV, no churn"
CUST-001304,0,2114.42,Facebook,2023-08-13,North,Low-Value,3,"Low LTV, no churn"
CUST-001305,0,7512.91,Google Ads,2023-03-28,North,Low-Value,0,"High LTV, low churn"
CUST-001306,0,3777.48,Organic,2024-11-18,West,High-Value,3,"Low LTV, no churn"
CUST-001307,1,4880.42,Referral,2022-12-20,West,High-Value,3,"Low LTV, high churn risk"
CUST-001308,0,6710.82,Referral,2023-09-13,South,Low-Value,0,"Low LTV, no churn"
CUST-001309,0,3476.24,Facebook,2024-02-24,West,Low-Value,3,"Low LTV, no churn"
CUST-001310,0,1446.41,Facebook,2022-08-27,East,Low-Value,3,"Low LTV, no churn"
CUST-001311,0,3833.31,Google Ads,2023-07-26,South,Medium-Value,1,"Low LTV, no churn"
CUST-001312,0,1113.16,Referral,2023-07-11,South,High-Value,3,"Low LTV, no churn"
CUST-001313,0,3514.41,Google Ads,2024-06-26,South,Medium-Value,1,"Low LTV, no churn"
CUST-001314,0,2886.12,Facebook,2023-08-23,East,High-Value,3,"Low LTV, no churn"
CUST-001315,0,2107.95,Google Ads,2022-09-23,South,Low-Value,3,"Low LTV, no churn"
CUST-001316,0,6569.89,Google Ads,2023-09-15,East,High-Value,2,"Low LTV, no churn"
CUST-001317,0,4537.05,Referral,2023-05-07,North,Low-Value,3,"Low LTV, no churn"
CUST-001318,0,5895.68,Google Ads,2022-08-07,South,Low-Value,0,"Low LTV, no churn"
CUST-001319,0,490.85,Facebook,2023-11-17,South,High-Value,3,"Low LTV, no churn"
CUST-001320,0,3937.61,Google Ads,2023-05-04,East,Low-Value,3,"Low LTV, no churn"
CUST-001321,0,336.22,Google Ads,2025-05-15,East,Medium-Value,1,"Low LTV, no churn"
CUST-001322,0,3695.93,Facebook,2025-06-19,East,High-Value,3,"Low LTV, no churn"
CUST-001323,0,2117.64,Google Ads,2022-09-29,West,Low-Value,3,"Low LTV, no churn"
CUST-001324,0,5493.55,Facebook,2023-10-05,East,High-Value,2,"Low LTV, no churn"
CUST-001325,0,9307.37,Facebook,2023-03-15,South,Medium-Value,2,"High LTV, low churn"
CUST-001326,0,3597.68,Google Ads,2023-10-07,North,Medium-Value,1,"Low LTV, no churn"
CUST-001327,0,626.17,Facebook,2022-12-12,West,Medium-Value,1,"Low LTV, no churn"
CUST-001328,0,8441.29,Referral,2023-06-23,West,High-Value,2,"High LTV, low churn"
CUST-001329,0,1668.02,Facebook,2025-03-27,East,Medium-Value,1,"Low LTV, no churn"
CUST-001330,0,9772.54,Google Ads,2025-03-26,North,Medium-Value,2,"High LTV, low churn"
CUST-001331,1,9033.82,Organic,2022-09-27,North,Medium-Value,2,"High LTV, high churn risk"
CUST-001332,0,3627.68,Facebook,2022-09-22,South,High-Value,3,"Low LTV, no churn"
CUST-001333,0,5861.52,Referral,2023-12-07,North,High-Value,2,"Low LTV, no churn"
CUST-001334,0,8841.71,Facebook,2023-09-06,South,High-Value,2,"High LTV, low churn"
CUST-001335,0,5058.76,Google Ads,2025-06-28,East,Medium-Value,1,"Low LTV, no churn"
CUST-001336,0,1403.07,Referral,2023-10-14,West,Medium-Value,1,"Low LTV, no churn"
CUST-001337,1,5505.22,Facebook,2024-06-30,North,High-Value,2,"Low LTV, high churn risk"
CUST-001338,0,2980.11,Facebook,2024-05-08,South,Medium-Value,1,"Low LTV, no churn"
CUST-001339,0,8445.8,Facebook,2022-09-22,West,Low-Value,0,"High LTV, low churn"
CUST-001340,0,2920.67,Organic,2025-04-12,North,Low-Value,3,"Low LTV, no churn"
CUST-001341,0,580.13,Google Ads,2023-01-21,West,Medium-Value,1,"Low LTV, no churn"
CUST-001342,0,128.29,Google Ads,2025-04-01,North,Low-Value,3,"Low LTV, no churn"
CUST-001343,0,4563.61,Google Ads,2025-07-07,West,Low-Value,3,"Low LTV, no churn"
CUST-001344,0,3460.41,Google Ads,2024-01-29,West,High-Value,3,"Low LTV, no churn"
CUST-001345,0,293.93,Referral,2022-10-27,West,Low-Value,3,"Low LTV, no churn"
CUST-001346,0,6962.12,Referral,2023-03-19,East,Medium-Value,2,"Low LTV, no churn"
CUST-001347,0,6045.35,Google Ads,2023-11-26,West,Medium-Value,2,"Low LTV, no churn"
CUST-001348,1,961.96,Facebook,2022-08-26,West,Medium-Value,1,"Low LTV, high churn risk"
CUST-001349,0,2235.86,Facebook,2022-08-18,South,Low-Value,3,"Low LTV, no churn"
CUST-001350,0,2600.08,Organic,2024-01-03,West,Low-Value,3,"Low LTV, no churn"
CUST-001351,0,1196.57,Facebook,2024-09-18,West,High-Value,3,"Low LTV, no churn"
CUST-001352,1,5403.93,Google Ads,2023-04-22,South,Low-Value,0,"Low LTV, high churn risk"
CUST-001353,1,9868.02,Facebook,2025-07-06,East,High-Value,2,"High LTV, high churn risk"
CUST-001354,0,3662.74,Google Ads,2025-03-16,North,Low-Value,3,"Low LTV, no churn"
CUST-001355,0,9770.88,Facebook,2023-11-06,North,Medium-Value,2,"High LTV, low churn"
CUST-001356,0,2916.5,Google Ads,2023-05-22,North,Medium-Value,1,"Low LTV, no churn"
CUST-001357,1,3664.03,Facebook,2022-08-11,South,High-Value,3,"Low LTV, high churn risk"
CUST-001358,0,5256.64,Referral,2025-04-06,West,Low-Value,0,"Low LTV, no churn"
CUST-001359,0,3645.75,Google Ads,2023-08-31,South,Low-Value,3,"Low LTV, no churn"
CUST-001360,0,8015.21,Google Ads,2024-10-01,East,High-Value,2,"High LTV, low churn"
CUST-001361,0,7173.55,Organic,2022-11-20,West,High-Value,2,"High LTV, low churn"
CUST-001362,0,8725.21,Google Ads,2022-10-16,East,Medium-Value,2,"High LTV, low churn"
CUST-001363,0,5077.61,Referral,2022-08-01,West,High-Value,2,"Low LTV, no churn"
CUST-001364,0,9595.25,Google Ads,2024-08-03,North,High-Value,2,"High LTV, low churn"
CUST-001365,0,9187.04,Google Ads,2024-11-16,South,High-Value,2,"High LTV, low churn"
CUST-001366,0,5263.63,Referral,2023-06-17,North,Medium-Value,1,"Low LTV, no churn"
CUST-001367,0,4312.61,Referral,2023-11-08,South,Medium-Value,1,"Low LTV, no churn"
CUST-001368,0,7464.45,Google Ads,2024-06-06,South,Medium-Value,2,"High LTV, low churn"
CUST-001369,0,6195.31,Facebook,2024-07-26,West,Low-Value,0,"Low LTV, no churn"
CUST-001370,0,2320.7,Google Ads,2024-08-19,South,Low-Value,3,"Low LTV, no churn"
CUST-001371,0,9031.06,Facebook,2023-11-29,South,Medium-Value,2,"High LTV, low churn"
CUST-001372,0,3606.08,Facebook,2023-04-08,South,Medium-Value,1,"Low LTV, no churn"
CUST-001373,0,8207.39,Google Ads,2024-06-18,North,Low-Value,0,"High LTV, low churn"
CUST-001374,0,4499.27,Facebook,2023-11-01,North,High-Value,3,"Low LTV, no churn"
CUST-001375,1,4032.21,Google Ads,2024-06-29,South,High-Value,3,"Low LTV, high churn risk"
CUST-001376,0,6407.63,Facebook,2024-04-24,East,Medium-Value,2,"Low LTV, no churn"
CUST-001377,0,305.02,Facebook,2024-02-24,West,Medium-Value,1,"Low LTV, no churn"
CUST-001378,1,1904.62,Google Ads,2024-03-15,West,Medium-Value,1,"Low LTV, high churn risk"
CUST-001379,0,4634.63,Referral,2022-12-12,South,High-Value,3,"Low LTV, no churn"
CUST-001380,0,8251.49,Google Ads,2024-05-30,West,Low-Value,0,"High LTV, low churn"
CUST-001381,0,7081.46,Facebook,2023-10-06,North,Low-Value,0,"High LTV, low churn"
CUST-001382,1,1774.84,Google Ads,2022-12-26,South,Low-Value,3,"Low LTV, high churn risk"
CUST-001383,1,4637.35,Facebook,2023-08-10,South,High-Value,3,"Low LTV, high churn risk"
CUST-001384,0,1461.4,Facebook,2023-05-20,South,High-Value,3,"Low LTV, no churn"
CUST-001385,0,1174.12,Google Ads,2022-08-23,South,Low-Value,3,"Low LTV, no churn"
CUST-001386,0,7138.32,Organic,2025-04-05,East,Low-Value,0,"High LTV, low churn"
CUST-001387,0,8898.05,Referral,2022-08-07,North,Medium-Value,2,"High LTV, low churn"
CUST-001388,0,9848.56,Facebook,2023-10-24,South,Medium-Value,2,"High LTV, low churn"
CUST-001389,0,7835.64,Google Ads,2024-04-22,South,Low-Value,0,"High LTV, low churn"
CUST-001390,1,4979.18,Google Ads,2022-09-13,South,High-Value,3,"Low LTV, high churn risk"
CUST-001391,0,790.47,Google Ads,2022-08-31,West,Low-Value,3,"Low LTV, no churn"
CUST-001392,0,3511.86,Google Ads,2024-02-14,North,High-Value,3,"Low LTV, no churn"
CUST-001393,0,7227.24,Facebook,2023-11-03,North,High-Value,2,"High LTV, low churn"
CUST-001394,0,5439.65,Google Ads,2025-04-09,West,High-Value,2,"Low LTV, no churn"
CUST-001395,1,2712.22,Google Ads,2024-09-11,South,Low-Value,3,"Low LTV, high churn risk"
CUST-001396,0,1595.63,Google Ads,2024-12-28,North,High-Value,3,"Low LTV, no churn"
CUST-001397,0,4884.61,Google Ads,2023-01-24,East,High-Value,3,"Low LTV, no churn"
CUST-001398,0,279.77,Google Ads,2024-04-21,South,Low-Value,3,"Low LTV, no churn"
CUST-001399,0,2806.17,Organic,2025-02-15,East,Medium-Value,1,"Low LTV, no churn"
CUST-001400,0,8403.42,Facebook,2022-11-10,East,Medium-Value,2,"High LTV, low churn"
CUST-001401,0,5735.16,Facebook,2023-05-26,East,Medium-Value,2,"Low LTV, no churn"
CUST-001402,0,8705.21,Referral,2024-08-01,West,High-Value,2,"High LTV, low churn"
CUST-001403,0,4310.36,Facebook,2023-01-16,North,High-Value,3,"Low LTV, no churn"
CUST-001404,0,5744.37,Google Ads,2022-10-29,West,Medium-Value,2,"Low LTV, no churn"
CUST-001405,1,977.19,Google Ads,2025-03-31,East,Low-Value,3,"Low LTV, high churn risk"
CUST-001406,0,8179.04,Google Ads,2024-01-14,South,Medium-Value,2,"High LTV, low churn"
CUST-001407,0,4515.42,Google Ads,2023-08-17,North,Medium-Value,1,"Low LTV, no churn"
CUST-001408,0,5397.29,Facebook,2023-01-07,North,Medium-Value,1,"Low LTV, no churn"
CUST-001409,0,7807.86,Facebook,2023-08-08,East,High-Value,2,"High LTV, low churn"
CUST-001410,0,8526.07,Facebook,2022-10-21,West,High-Value,2,"High LTV, low churn"
CUST-001411,1,3723.63,Google Ads,2023-06-19,West,Medium-Value,1,"Low LTV, high churn risk"
CUST-001412,1,7191.96,Facebook,2025-01-19,South,Medium-Value,2,"High LTV, high churn risk"
CUST-001413,1,1431.41,Referral,2023-09-03,North,Low-Value,3,"Low LTV, high churn risk"
CUST-001414,1,6234.47,Google Ads,2024-03-30,East,High-Value,2,"Low LTV, high churn risk"
CUST-001415,0,7772.65,Facebook,2023-04-21,North,Low-Value,0,"High LTV, low churn"
CUST-001416,0,3519.4,Google Ads,2025-06-22,West,Medium-Value,1,"Low LTV, no churn"
CUST-001417,1,5086.07,Referral,2024-05-24,South,Low-Value,0,"Low LTV, high churn risk"
CUST-001418,0,3066.98,Referral,2024-12-19,West,High-Value,3,"Low LTV, no churn"
CUST-001419,0,3029.31,Google Ads,2022-12-11,East,Medium-Value,1,"Low LTV, no churn"
CUST-001420,0,5128.37,Referral,2023-09-14,North,High-Value,2,"Low LTV, no churn"
CUST-001421,0,6693.73,Google Ads,2024-11-01,East,Low-Value,0,"Low LTV, no churn"
CUST-001422,0,7363.19,Google Ads,2025-02-11,South,Low-Value,0,"High LTV, low churn"
CUST-001423,0,9054.38,Referral,2024-10-11,North,Low-Value,0,"High LTV, low churn"
CUST-001424,0,6849.38,Facebook,2025-04-02,West,High-Value,2,"Low LTV, no churn"
CUST-001425,0,7702.93,Referral,2022-09-30,West,Medium-Value,2,"High LTV, low churn"
CUST-001426,0,293.84,Google Ads,2022-08-07,South,Medium-Value,1,"Low LTV, no churn"
CUST-001427,1,6782.8,Facebook,2023-03-13,North,Medium-Value,2,"Low LTV, high churn risk"
CUST-001428,0,7956.17,Google Ads,2024-10-21,West,Low-Value,0,"High LTV, low churn"
CUST-001429,0,5112.02,Facebook,2023-09-26,West,Low-Value,0,"Low LTV, no churn"
CUST-001430,0,9772.23,Google Ads,2025-01-24,West,Medium-Value,2,"High LTV, low churn"
CUST-001431,0,3912.01,Facebook,2023-01-20,East,Medium-Value,1,"Low LTV, no churn"
