shipment_id,product_id,distance_km,region,shipment_mode,shipment_cost
SHIP-001551,SKU-09054,169.3,East,Standard,488.56
SHIP-001552,SKU-02864,91.81,East,Express,190.64
SHIP-001553,SKU-01228,148.77,East,Bulk,186.88
SHIP-001554,SKU-07539,267.4,North,Express,437.97
SHIP-001555,SKU-06303,407.89,West,Bulk,466.64
SHIP-001556,SKU-08908,236.73,South,Express,318.5
SHIP-001557,SKU-09234,737.83,North,Standard,414.45
SHIP-001558,SKU-09815,834.98,West,Express,478.08
SHIP-001559,SKU-05669,563.52,West,Express,208.71
SHIP-001560,SKU-00743,375.63,North,Standard,356.5
SHIP-001561,SKU-03730,175.7,East,Bulk,300.47
SHIP-001562,SKU-00496,310.34,East,Express,115.51
SHIP-001563,SKU-07813,282.42,South,Express,125.87
SHIP-001564,SKU-06245,804.9,West,Express,140.35
SHIP-001565,SKU-01505,848.28,East,Express,444.99
SHIP-001566,SKU-09266,916.93,West,Express,136.98
SHIP-001567,SKU-09541,744.87,North,Express,323.75
SHIP-001568,SKU-01925,605.66,North,Bulk,249.31
SHIP-001569,SKU-01204,128.14,East,Standard,425.94
SHIP-001570,SKU-02815,55.79,West,Express,423.02
SHIP-001571,SKU-08221,319.07,West,Express,226.07
SHIP-001572,SKU-05891,633.04,South,Bulk,383.8
SHIP-001573,SKU-04854,492.75,West,Bulk,322.55
SHIP-001574,SKU-08459,172.58,East,Bulk,144.94
SHIP-001575,SKU-08789,915.84,West,Standard,358.2
SHIP-001576,SKU-06250,671.4,North,Bulk,198.23
SHIP-001577,SKU-02697,116.61,West,Bulk,488.28
SHIP-001578,SKU-06263,473.17,North,Bulk,228.06
SHIP-001579,SKU-05978,38.0,South,Bulk,236.05
SHIP-001580,SKU-05832,498.77,South,Standard,378.14
SHIP-001581,SKU-05140,755.17,West,Bulk,477.1
SHIP-001582,SKU-01539,175.47,West,Bulk,302.67
SHIP-001583,SKU-04970,608.64,South,Bulk,44.44
SHIP-001584,SKU-03355,623.43,West,Express,343.43
SHIP-001585,SKU-08278,517.78,North,Bulk,430.42
SHIP-001586,SKU-03748,411.25,West,Express,322.46
SHIP-001587,SKU-08052,547.1,South,Express,329.66
SHIP-001588,SKU-03805,837.36,East,Standard,311.26
SHIP-001589,SKU-03205,510.6,North,Standard,186.39
SHIP-001590,SKU-04022,114.97,South,Bulk,450.58
SHIP-001591,SKU-09361,544.25,East,Standard,475.49
SHIP-001592,SKU-09089,291.34,East,Express,343.7
SHIP-001593,SKU-08757,646.93,North,Express,290.26
SHIP-001594,SKU-04423,609.39,South,Standard,244.1
SHIP-001595,SKU-05341,416.59,East,Standard,447.2
SHIP-001596,SKU-00990,746.62,East,Express,39.02
SHIP-001597,SKU-06215,207.66,East,Express,249.04
SHIP-001598,SKU-00537,814.54,East,Standard,380.67
SHIP-001599,SKU-08939,174.08,East,Bulk,33.33
SHIP-001600,SKU-06520,105.65,West,Standard,247.89
SHIP-001601,SKU-06140,897.73,South,Express,72.07
SHIP-001602,SKU-03882,612.49,South,Bulk,378.94
SHIP-001603,SKU-09091,705.9,West,Bulk,71.32
SHIP-001604,SKU-09366,891.36,East,Express,172.37
SHIP-001605,SKU-07977,548.93,South,Express,163.02
SHIP-001606,SKU-08873,237.84,East,Bulk,488.52
SHIP-001607,SKU-07644,768.3,East,Standard,449.28
SHIP-001608,SKU-04846,387.29,South,Bulk,32.53
SHIP-001609,SKU-06172,794.28,West,Standard,37.72
SHIP-001610,SKU-00835,718.15,West,Standard,425.28
SHIP-001611,SKU-06362,984.22,North,Express,67.92
SHIP-001612,SKU-08263,678.8,North,Standard,363.17
SHIP-001613,SKU-07796,313.62,North,Express,220.15
SHIP-001614,SKU-02773,92.4,South,Express,61.18
SHIP-001615,SKU-07931,754.26,North,Bulk,405.12
SHIP-001616,SKU-03999,384.56,West,Express,228.68
SHIP-001617,SKU-04180,216.17,North,Express,432.32
SHIP-001618,SKU-05376,107.92,North,Standard,392.19
SHIP-001619,SKU-07467,585.75,West,Bulk,85.33
SHIP-001620,SKU-06697,668.5,West,Standard,492.99
SHIP-001621,SKU-04501,891.8,West,Standard,98.81
SHIP-001622,SKU-01281,942.15,West,Standard,63.9
SHIP-001623,SKU-06678,814.97,North,Express,62.24
SHIP-001624,SKU-07680,443.84,West,Bulk,126.63
SHIP-001625,SKU-00022,323.07,East,Bulk,185.25
SHIP-001626,SKU-04494,111.98,West,Bulk,206.82
SHIP-001627,SKU-04400,779.32,North,Standard,103.11
SHIP-001628,SKU-08355,841.49,West,Express,377.36
SHIP-001629,SKU-08939,317.29,North,Express,439.0
SHIP-001630,SKU-06712,48.53,East,Express,130.24
SHIP-001631,SKU-00311,901.48,East,Standard,305.54
SHIP-001632,SKU-04044,755.47,South,Bulk,339.18
SHIP-001633,SKU-06139,87.14,North,Express,321.4
SHIP-001634,SKU-07976,267.97,North,Bulk,94.04
SHIP-001635,SKU-09362,485.16,East,Express,165.61
SHIP-001636,SKU-02346,617.34,West,Bulk,270.12
SHIP-001637,SKU-04189,997.36,East,Express,53.85
SHIP-001638,SKU-02775,67.54,East,Express,96.82
SHIP-001639,SKU-02556,123.1,South,Bulk,94.17
SHIP-001640,SKU-00950,86.32,North,Standard,266.32
SHIP-001641,SKU-04782,725.45,North,Standard,65.09
SHIP-001642,SKU-01955,616.55,West,Bulk,235.36
SHIP-001643,SKU-09063,953.62,East,Standard,336.18
SHIP-001644,SKU-04195,663.27,South,Bulk,353.8
SHIP-001645,SKU-05062,109.27,South,Express,313.37
SHIP-001646,SKU-01827,459.7,West,Bulk,325.02
SHIP-001647,SKU-07740,835.36,North,Standard,120.92
SHIP-001648,SKU-09654,729.92,East,Standard,224.1
SHIP-001649,SKU-08550,232.17,West,Express,247.11
SHIP-001650,SKU-05007,707.89,North,Bulk,234.18
SHIP-001651,SKU-01427,399.32,North,Standard,78.39
SHIP-001652,SKU-08125,728.16,North,Express,98.47
SHIP-001653,SKU-02181,379.66,North,Standard,351.04
SHIP-001654,SKU-09947,419.54,North,Express,310.13
SHIP-001655,SKU-00437,242.67,North,Bulk,159.49
SHIP-001656,SKU-02143,142.21,West,Bulk,252.46
SHIP-001657,SKU-02301,150.44,South,Bulk,485.24
SHIP-001658,SKU-05258,929.02,North,Bulk,466.55
SHIP-001659,SKU-05952,392.94,North,Standard,415.99
SHIP-001660,SKU-02801,960.29,North,Bulk,74.36
SHIP-001661,SKU-08463,363.34,East,Bulk,96.46
SHIP-001662,SKU-04640,488.18,South,Standard,342.13
SHIP-001663,SKU-02624,65.39,West,Standard,324.32
SHIP-001664,SKU-02415,244.0,South,Bulk,198.55
SHIP-001665,SKU-07381,602.8,South,Standard,388.18
SHIP-001666,SKU-00531,147.59,East,Standard,85.82
SHIP-001667,SKU-09811,851.98,North,Express,46.67
SHIP-001668,SKU-00258,244.27,North,Standard,195.38
SHIP-001669,SKU-00929,748.85,North,Express,452.52
SHIP-001670,SKU-01008,727.72,East,Standard,119.23
SHIP-001671,SKU-00093,126.64,North,Express,32.42
SHIP-001672,SKU-05848,760.68,South,Standard,429.33
SHIP-001673,SKU-05013,161.28,West,Standard,126.63
SHIP-001674,SKU-05720,471.34,West,Bulk,474.85
SHIP-001675,SKU-09874,232.78,North,Express,406.92
SHIP-001676,SKU-05896,390.54,South,Express,121.89
SHIP-001677,SKU-01621,41.05,North,Standard,80.64
SHIP-001678,SKU-00232,470.89,West,Express,207.16
SHIP-001679,SKU-04607,925.47,West,Bulk,223.96
SHIP-001680,SKU-09991,664.64,East,Express,496.73
SHIP-001681,SKU-00188,228.08,East,Express,232.93
SHIP-001682,SKU-09297,963.75,South,Bulk,300.33
SHIP-001683,SKU-00509,261.6,East,Express,403.71
SHIP-001684,SKU-00540,784.51,South,Express,358.65
SHIP-001685,SKU-02139,699.27,South,Express,248.24
SHIP-001686,SKU-04820,476.83,East,Standard,79.99
SHIP-001687,SKU-01651,194.54,North,Bulk,29.8
SHIP-001688,SKU-03601,66.97,North,Bulk,414.48
SHIP-001689,SKU-04253,687.61,East,Bulk,490.36
SHIP-001690,SKU-08825,989.79,South,Express,395.84
SHIP-001691,SKU-09247,911.39,East,Express,54.88
SHIP-001692,SKU-05619,210.78,East,Express,176.75
SHIP-001693,SKU-09403,122.5,North,Bulk,346.25
SHIP-001694,SKU-00954,71.97,East,Express,110.96
SHIP-001695,SKU-01335,788.15,East,Standard,134.65
SHIP-001696,SKU-04296,551.14,East,Express,485.48
SHIP-001697,SKU-07744,585.64,West,Bulk,374.05
SHIP-001698,SKU-05902,824.92,South,Standard,339.36
SHIP-001699,SKU-08382,521.42,West,Express,407.25
SHIP-001700,SKU-02414,144.93,West,Standard,31.14
SHIP-001701,SKU-03504,16.06,West,Standard,81.4
SHIP-001702,SKU-03781,572.66,East,Express,82.06
SHIP-001703,SKU-08414,807.96,North,Standard,179.51
SHIP-001704,SKU-04452,900.79,South,Bulk,171.78
SHIP-001705,SKU-01752,824.54,East,Bulk,297.87
SHIP-001706,SKU-04457,401.25,East,Express,440.86
SHIP-001707,SKU-08340,52.3,West,Express,262.3
SHIP-001708,SKU-00594,278.17,North,Bulk,389.9
SHIP-001709,SKU-00992,167.06,South,Standard,284.45
SHIP-001710,SKU-03230,593.08,North,Standard,43.78
SHIP-001711,SKU-05913,928.45,West,Standard,195.25
SHIP-001712,SKU-08040,424.65,East,Express,273.34
SHIP-001713,SKU-08109,755.31,North,Standard,469.79
SHIP-001714,SKU-05804,261.8,South,Bulk,333.22
SHIP-001715,SKU-09748,50.85,South,Express,344.79
SHIP-001716,SKU-04850,390.13,East,Standard,421.09
SHIP-001717,SKU-04202,372.01,South,Express,385.91
SHIP-001718,SKU-08111,521.01,West,Bulk,296.61
SHIP-001719,SKU-07094,197.02,West,Bulk,483.47
SHIP-001720,SKU-06468,130.61,South,Bulk,42.52
SHIP-001721,SKU-07727,666.35,West,Express,312.57
SHIP-001722,SKU-05087,689.4,North,Express,183.24
SHIP-001723,SKU-03831,29.4,West,Standard,468.66
SHIP-001724,SKU-06509,955.44,South,Bulk,455.99
SHIP-001725,SKU-06405,112.37,West,Bulk,72.64
SHIP-001726,SKU-05762,965.04,North,Standard,221.46
SHIP-001727,SKU-09141,501.02,South,Standard,421.32
SHIP-001728,SKU-03038,873.78,South,Standard,102.0
SHIP-001729,SKU-04502,77.04,East,Express,246.3
SHIP-001730,SKU-05067,424.27,West,Standard,344.33
SHIP-001731,SKU-03018,301.53,North,Express,311.1
SHIP-001732,SKU-04579,517.91,North,Bulk,381.41
SHIP-001733,SKU-09598,57.97,West,Standard,483.29
SHIP-001734,SKU-02973,974.4,East,Standard,124.31
SHIP-001735,SKU-03610,831.09,West,Bulk,228.2
SHIP-001736,SKU-00215,309.04,East,Bulk,73.32
SHIP-001737,SKU-00421,199.94,West,Bulk,279.52
SHIP-001738,SKU-05645,201.08,North,Standard,392.65
SHIP-001739,SKU-06353,418.75,North,Bulk,296.47
SHIP-001740,SKU-00725,730.93,West,Bulk,207.55
SHIP-001741,SKU-00608,511.1,West,Standard,224.63
SHIP-001742,SKU-08618,397.8,North,Express,81.06
SHIP-001743,SKU-03170,402.9,South,Bulk,199.03
SHIP-001744,SKU-05307,57.73,South,Standard,127.91
SHIP-001745,SKU-01678,110.45,East,Standard,52.85
SHIP-001746,SKU-07546,281.61,East,Express,228.66
SHIP-001747,SKU-02408,597.91,North,Standard,216.46
SHIP-001748,SKU-01652,221.47,East,Express,290.88
SHIP-001749,SKU-04666,332.84,West,Standard,335.29
SHIP-001750,SKU-05598,441.14,North,Express,186.86
SHIP-001751,SKU-03240,440.18,North,Express,217.33
SHIP-001752,SKU-06783,988.62,West,Standard,280.96
SHIP-001753,SKU-01456,258.93,East,Bulk,443.22
SHIP-001754,SKU-00244,109.76,South,Bulk,327.38
SHIP-001755,SKU-09224,50.74,North,Standard,83.79
SHIP-001756,SKU-06127,724.66,North,Express,222.0
SHIP-001757,SKU-01048,275.78,East,Express,57.63
SHIP-001758,SKU-07070,916.11,East,Bulk,198.57
SHIP-001759,SKU-05878,693.91,West,Express,90.53
SHIP-001760,SKU-06696,189.01,North,Standard,498.53
SHIP-001761,SKU-07569,573.61,South,Standard,206.9
SHIP-001762,SKU-04799,365.96,North,Bulk,465.17
SHIP-001763,SKU-02130,849.72,East,Bulk,50.78
SHIP-001764,SKU-05104,748.67,West,Express,128.96
SHIP-001765,SKU-06753,536.74,West,Express,243.9
SHIP-001766,SKU-01146,681.68,North,Standard,464.21
SHIP-001767,SKU-05853,955.48,South,Standard,432.79
SHIP-001768,SKU-09049,830.59,South,Express,376.53
SHIP-001769,SKU-03201,981.21,South,Bulk,310.27
SHIP-001770,SKU-03861,789.32,North,Standard,74.15
SHIP-001771,SKU-08571,564.85,South,Bulk,446.3
SHIP-001772,SKU-07665,495.62,East,Bulk,324.81
SHIP-001773,SKU-06834,868.4,South,Bulk,245.88
SHIP-001774,SKU-00900,152.16,South,Standard,303.44
SHIP-001775,SKU-09243,657.32,West,Standard,145.76
SHIP-001776,SKU-08272,682.68,West,Standard,302.87
SHIP-001777,SKU-08123,897.93,West,Express,366.6
SHIP-001778,SKU-07174,483.83,West,Express,438.73
SHIP-001779,SKU-07018,670.69,East,Express,484.97
SHIP-001780,SKU-06787,224.41,East,Express,465.86
SHIP-001781,SKU-06199,873.59,East,Express,264.37
SHIP-001782,SKU-00874,960.23,North,Express,269.19
SHIP-001783,SKU-09403,155.41,South,Bulk,347.99
SHIP-001784,SKU-06009,92.81,West,Standard,69.32
SHIP-001785,SKU-08468,409.73,South,Bulk,306.83
SHIP-001786,SKU-03150,980.76,South,Bulk,27.66
SHIP-001787,SKU-06293,923.39,West,Express,420.06
SHIP-001788,SKU-00399,309.7,East,Standard,56.45
SHIP-001789,SKU-05599,754.99,West,Express,494.45
SHIP-001790,SKU-08280,815.51,East,Express,232.57
SHIP-001791,SKU-09477,115.15,East,Express,316.19
SHIP-001792,SKU-07584,63.14,North,Bulk,330.42
SHIP-001793,SKU-05847,658.05,West,Standard,146.06
SHIP-001794,SKU-07381,609.23,South,Standard,49.1
SHIP-001795,SKU-09988,938.86,East,Express,351.96
SHIP-001796,SKU-07499,478.01,East,Express,316.24
SHIP-001797,SKU-03695,488.58,East,Standard,51.17
SHIP-001798,SKU-01342,128.42,West,Standard,73.68
SHIP-001799,SKU-01319,162.92,North,Bulk,273.58
SHIP-001800,SKU-04583,363.5,North,Express,52.98
SHIP-001801,SKU-07682,498.88,South,Standard,276.2
SHIP-001802,SKU-03680,305.84,North,Express,135.58
SHIP-001803,SKU-09363,942.48,West,Standard,228.86
SHIP-001804,SKU-05697,153.42,South,Express,104.95
SHIP-001805,SKU-01888,779.21,East,Bulk,330.92
SHIP-001806,SKU-00585,873.39,South,Express,400.46
SHIP-001807,SKU-09872,382.79,North,Bulk,62.37
SHIP-001808,SKU-09824,912.37,East,Bulk,144.14
SHIP-001809,SKU-05298,806.47,North,Bulk,280.19
SHIP-001810,SKU-02135,792.61,North,Bulk,381.4
SHIP-001811,SKU-04384,679.11,South,Bulk,50.57
SHIP-001812,SKU-07599,525.6,West,Express,103.53
SHIP-001813,SKU-01840,135.55,East,Bulk,166.47
SHIP-001814,SKU-03984,856.13,West,Standard,312.39
SHIP-001815,SKU-02892,88.19,East,Standard,208.36
SHIP-001816,SKU-05465,381.08,South,Standard,132.23
SHIP-001817,SKU-07480,902.19,West,Bulk,494.52
SHIP-001818,SKU-01447,985.68,North,Express,228.26
SHIP-001819,SKU-01482,314.17,East,Express,161.45
SHIP-001820,SKU-09379,280.01,West,Standard,75.33
SHIP-001821,SKU-09607,752.29,North,Standard,388.59
SHIP-001822,SKU-05474,824.18,South,Express,189.25
SHIP-001823,SKU-08999,607.63,South,Express,240.72
SHIP-001824,SKU-04771,950.61,North,Express,101.37
SHIP-001825,SKU-03583,375.41,East,Express,491.01
SHIP-001826,SKU-00033,960.38,West,Standard,332.73
SHIP-001827,SKU-05930,495.56,South,Standard,441.64
SHIP-001828,SKU-01673,137.5,East,Standard,241.94
SHIP-001829,SKU-01065,610.11,South,Standard,268.04
SHIP-001830,SKU-00343,641.97,West,Bulk,197.83
SHIP-001831,SKU-00101,486.36,North,Standard,334.45
SHIP-001832,SKU-04341,881.52,West,Bulk,99.89
SHIP-001833,SKU-06892,455.12,West,Standard,376.55
SHIP-001834,SKU-00279,212.01,North,Bulk,275.72
SHIP-001835,SKU-01156,871.4,West,Standard,482.17
SHIP-001836,SKU-07972,584.74,East,Bulk,174.23
SHIP-001837,SKU-02050,377.1,East,Standard,88.04
SHIP-001838,SKU-00310,758.82,South,Bulk,473.46
SHIP-001839,SKU-08016,89.68,North,Standard,83.71
SHIP-001840,SKU-02368,638.28,East,Bulk,113.74
SHIP-001841,SKU-09759,974.07,North,Bulk,30.92
SHIP-001842,SKU-01171,136.49,East,Standard,113.88
SHIP-001843,SKU-07070,430.64,West,Express,446.49
SHIP-001844,SKU-05034,504.97,North,Express,347.78
SHIP-001845,SKU-04154,436.71,East,Bulk,179.7
SHIP-001846,SKU-03990,726.14,East,Bulk,434.72
SHIP-001847,SKU-06008,90.15,East,Standard,396.44
SHIP-001848,SKU-03353,261.82,North,Bulk,346.65
SHIP-001849,SKU-06314,50.58,North,Standard,494.55
SHIP-001850,SKU-08830,124.82,South,Bulk,100.11
SHIP-001851,SKU-00406,653.64,South,Standard,431.22
SHIP-001852,SKU-08137,369.65,East,Bulk,485.12
SHIP-001853,SKU-06869,238.98,East,Express,240.87
SHIP-001854,SKU-01612,28.97,North,Standard,234.28
SHIP-001855,SKU-07457,643.05,East,Bulk,260.15
SHIP-001856,SKU-09309,95.78,North,Express,275.27
SHIP-001857,SKU-07970,358.75,East,Express,356.68
SHIP-001858,SKU-04633,610.73,North,Bulk,479.12
SHIP-001859,SKU-04718,616.12,North,Express,63.53
SHIP-001860,SKU-00630,561.41,South,Express,204.22
SHIP-001861,SKU-09692,250.56,North,Standard,359.6
SHIP-001862,SKU-04999,845.67,East,Express,370.35
SHIP-001863,SKU-09545,985.17,North,Standard,344.78
SHIP-001864,SKU-05905,512.95,East,Standard,127.38
SHIP-001865,SKU-03211,849.34,South,Express,163.26
SHIP-001866,SKU-03870,804.59,West,Express,363.45
SHIP-001867,SKU-04439,373.31,North,Standard,493.12
SHIP-001868,SKU-05267,248.14,West,Express,124.26
SHIP-001869,SKU-03031,222.08,West,Standard,353.1
SHIP-001870,SKU-08079,390.86,South,Bulk,245.75
SHIP-001871,SKU-04245,428.14,West,Express,472.58
SHIP-001872,SKU-02650,21.14,East,Bulk,93.52
SHIP-001873,SKU-09758,718.24,North,Standard,168.55
SHIP-001874,SKU-00884,219.57,East,Standard,131.56
SHIP-001875,SKU-04319,678.42,North,Express,199.04
SHIP-001876,SKU-00048,947.79,West,Standard,332.81
SHIP-001877,SKU-03164,427.82,West,Bulk,348.06
SHIP-001878,SKU-01278,137.61,South,Express,108.87
SHIP-001879,SKU-01326,241.1,North,Express,77.95
SHIP-001880,SKU-08047,588.59,West,Bulk,363.51
SHIP-001881,SKU-02163,775.23,West,Express,368.71
SHIP-001882,SKU-05934,53.26,East,Express,156.65
SHIP-001883,SKU-01140,15.52,East,Bulk,63.78
SHIP-001884,SKU-02912,192.56,West,Bulk,496.19
SHIP-001885,SKU-07723,858.69,South,Standard,462.31
SHIP-001886,SKU-09902,201.02,East,Express,22.25
SHIP-001887,SKU-09501,814.06,North,Bulk,107.42
SHIP-001888,SKU-05121,168.84,South,Express,396.53
SHIP-001889,SKU-09840,35.13,East,Express,211.41
SHIP-001890,SKU-09648,927.03,North,Standard,169.79
SHIP-001891,SKU-09421,762.38,North,Bulk,361.27
SHIP-001892,SKU-04763,567.34,West,Express,249.25
SHIP-001893,SKU-00514,334.77,West,Express,437.9
SHIP-001894,SKU-01441,955.42,North,Standard,314.16
SHIP-001895,SKU-08777,375.49,South,Express,105.39
SHIP-001896,SKU-08241,747.09,East,Express,274.84
SHIP-001897,SKU-00966,240.35,East,Bulk,220.96
SHIP-001898,SKU-06290,19.71,West,Standard,91.4
SHIP-001899,SKU-05162,885.74,East,Standard,311.84
SHIP-001900,SKU-02134,553.86,East,Express,205.83
SHIP-001901,SKU-07773,532.88,North,Standard,417.47
SHIP-001902,SKU-05676,374.13,North,Express,324.87
SHIP-001903,SKU-09174,322.22,East,Express,276.74
SHIP-001904,SKU-05553,305.84,East,Express,241.96
SHIP-001905,SKU-02094,888.63,South,Express,108.12
SHIP-001906,SKU-01777,338.71,South,Express,250.6
SHIP-001907,SKU-07549,503.99,North,Bulk,140.55
SHIP-001908,SKU-03417,256.86,West,Express,321.45
SHIP-001909,SKU-06434,974.09,West,Express,394.34
SHIP-001910,SKU-02335,288.9,West,Bulk,333.6
SHIP-001911,SKU-07367,116.48,West,Standard,480.6
SHIP-001912,SKU-05173,744.18,West,Express,31.38
SHIP-001913,SKU-03791,986.93,West,Bulk,180.04
SHIP-001914,SKU-09875,195.73,West,Express,120.5
SHIP-001915,SKU-07434,59.37,West,Standard,178.43
SHIP-001916,SKU-09931,216.63,North,Standard,294.0
SHIP-001917,SKU-06312,923.14,South,Standard,86.73
SHIP-001918,SKU-05576,87.01,East,Bulk,163.96
SHIP-001919,SKU-03971,144.09,West,Bulk,266.69
SHIP-001920,SKU-05936,389.72,North,Express,319.14
SHIP-001921,SKU-07571,155.82,West,Standard,422.07
SHIP-001922,SKU-07050,850.34,South,Bulk,223.49
SHIP-001923,SKU-02673,896.44,West,Standard,242.83
SHIP-001924,SKU-08715,45.48,North,Express,68.75
SHIP-001925,SKU-03211,370.6,South,Standard,412.87
SHIP-001926,SKU-04023,834.8,North,Express,35.8
SHIP-001927,SKU-05267,681.69,West,Standard,423.66
SHIP-001928,SKU-07954,45.46,South,Express,421.35
SHIP-001929,SKU-04820,52.99,West,Bulk,323.12
SHIP-001930,SKU-09255,168.7,East,Bulk,269.89
SHIP-001931,SKU-02666,391.33,East,Express,75.14
SHIP-001932,SKU-09240,452.86,South,Bulk,466.04
SHIP-001933,SKU-00854,648.32,West,Express,33.64
SHIP-001934,SKU-04751,786.02,North,Bulk,201.16
SHIP-001935,SKU-06463,498.27,West,Standard,412.66
SHIP-001936,SKU-02262,948.5,South,Standard,226.87
SHIP-001937,SKU-04292,322.87,West,Express,251.56
SHIP-001938,SKU-04064,545.03,North,Express,423.49
SHIP-001939,SKU-07727,453.28,East,Bulk,66.2
SHIP-001940,SKU-07327,992.2,South,Express,353.38
SHIP-001941,SKU-00407,927.4,North,Bulk,312.23
SHIP-001942,SKU-04935,597.85,North,Standard,495.04
SHIP-001943,SKU-08713,485.13,East,Express,256.47
SHIP-001944,SKU-05951,824.25,West,Standard,458.02
SHIP-001945,SKU-08966,807.79,South,Standard,351.84
SHIP-001946,SKU-00556,333.33,West,Standard,322.18
SHIP-001947,SKU-08868,331.33,East,Standard,171.4
SHIP-001948,SKU-05828,501.12,North,Bulk,354.92
SHIP-001949,SKU-03719,294.23,West,Standard,162.56
SHIP-001950,SKU-04755,272.69,South,Express,404.37
SHIP-001951,SKU-03759,231.2,South,Standard,492.56
SHIP-001952,SKU-03279,905.46,North,Standard,320.7
SHIP-001953,SKU-06581,375.18,West,Express,195.93
SHIP-001954,SKU-01298,580.07,West,Standard,181.85
SHIP-001955,SKU-03640,458.68,West,Bulk,183.62
SHIP-001956,SKU-04727,67.34,East,Bulk,201.04
SHIP-001957,SKU-07544,717.58,North,Express,182.61
SHIP-001958,SKU-04449,520.09,East,Standard,283.45
SHIP-001959,SKU-01589,323.16,West,Standard,419.36
SHIP-001960,SKU-02031,417.26,North,Bulk,481.76
SHIP-001961,SKU-07637,245.86,West,Standard,154.72
SHIP-001962,SKU-01295,364.18,North,Bulk,292.04
SHIP-001963,SKU-07753,734.07,East,Bulk,401.66
SHIP-001964,SKU-02568,772.66,South,Standard,81.81
SHIP-001965,SKU-05394,618.39,North,Bulk,213.45
SHIP-001966,SKU-01460,919.95,North,Bulk,164.24
SHIP-001967,SKU-06592,183.18,North,Bulk,331.97
SHIP-001968,SKU-09953,532.88,South,Bulk,365.89
SHIP-001969,SKU-09774,696.75,North,Bulk,401.5
SHIP-001970,SKU-01086,83.34,North,Express,461.41
SHIP-001971,SKU-01019,260.27,North,Standard,357.81
SHIP-001972,SKU-06291,674.4,West,Express,232.1
SHIP-001973,SKU-00623,983.69,North,Bulk,235.55
SHIP-001974,SKU-07261,527.73,South,Bulk,387.05
SHIP-001975,SKU-04891,888.46,South,Express,471.52
SHIP-001976,SKU-00387,262.3,West,Bulk,410.73
SHIP-001977,SKU-09927,508.01,West,Standard,124.95
SHIP-001978,SKU-04526,99.25,South,Bulk,61.49
SHIP-001979,SKU-03088,460.66,North,Express,232.44
SHIP-001980,SKU-09413,363.11,East,Bulk,394.58
SHIP-001981,SKU-03633,816.35,East,Bulk,449.97
SHIP-001982,SKU-00961,799.2,North,Standard,353.28
SHIP-001983,SKU-08317,744.46,South,Express,29.65
SHIP-001984,SKU-05652,609.59,South,Standard,196.23
SHIP-001985,SKU-02648,349.28,South,Standard,199.4
SHIP-001986,SKU-07410,628.59,West,Bulk,436.44
SHIP-001987,SKU-00517,717.5,West,Express,330.48
SHIP-001988,SKU-08036,723.43,North,Standard,189.34
SHIP-001989,SKU-09436,495.31,West,Express,42.88
SHIP-001990,SKU-08568,918.74,West,Standard,217.96
SHIP-001991,SKU-01128,50.15,West,Bulk,229.84
SHIP-001992,SKU-01467,205.99,South,Express,123.02
SHIP-001993,SKU-03112,104.63,East,Express,148.95
SHIP-001994,SKU-09230,417.63,West,Bulk,43.21
SHIP-001995,SKU-09927,650.48,East,Standard,390.81
SHIP-001996,SKU-08968,511.61,East,Bulk,122.96
SHIP-001997,SKU-08154,521.9,North,Bulk,377.39
SHIP-001998,SKU-04751,731.4,West,Express,190.61
SHIP-001999,SKU-06776,680.83,South,Standard,62.69
SHIP-002000,SKU-09720,136.64,East,Standard,134.86
SHIP-002001,SKU-01428,337.08,North,Standard,310.25
SHIP-002002,SKU-02479,95.9,East,Express,95.09
SHIP-002003,SKU-08890,892.14,South,Bulk,27.16
SHIP-002004,SKU-07200,842.85,West,Bulk,198.8
SHIP-002005,SKU-05424,953.23,West,Express,31.21
SHIP-002006,SKU-08584,865.79,North,Bulk,339.93
SHIP-002007,SKU-08694,896.39,East,Bulk,51.41
SHIP-002008,SKU-06474,125.27,South,Express,434.19
SHIP-002009,SKU-06779,503.28,East,Standard,487.26
SHIP-002010,SKU-08278,919.21,North,Standard,425.53
SHIP-002011,SKU-01363,821.9,South,Bulk,323.98
SHIP-002012,SKU-03470,877.4,South,Express,320.53
SHIP-002013,SKU-01835,553.04,North,Standard,445.33
SHIP-002014,SKU-03082,975.04,West,Express,89.56
SHIP-002015,SKU-04058,857.56,West,Express,138.27
SHIP-002016,SKU-02875,206.58,South,Express,25.11
SHIP-002017,SKU-01459,914.51,East,Standard,34.49
SHIP-002018,SKU-04838,725.14,North,Standard,102.78
SHIP-002019,SKU-07192,214.47,East,Standard,37.25
SHIP-002020,SKU-02355,114.09,West,Express,39.82
SHIP-002021,SKU-01938,855.95,South,Express,314.43
SHIP-002022,SKU-02200,130.12,East,Express,118.22
SHIP-002023,SKU-08703,811.32,East,Bulk,404.37
SHIP-002024,SKU-04874,734.77,South,Express,241.26
SHIP-002025,SKU-08090,119.65,South,Express,67.92
SHIP-002026,SKU-02509,149.69,South,Standard,361.8
SHIP-002027,SKU-09735,757.33,South,Standard,439.59
SHIP-002028,SKU-08961,58.66,South,Standard,287.86
SHIP-002029,SKU-02285,834.72,West,Standard,322.75
SHIP-002030,SKU-05674,982.69,South,Express,61.73
SHIP-002031,SKU-04865,749.66,East,Standard,427.69
SHIP-002032,SKU-09415,936.58,West,Bulk,184.11
